feature,importance
defensive_actions_total,1.8385245928828824
def_actions_per_90,1.115683506961091
opp_gf_roll5,0.8350469846634888
opp_gc_ewma5,0.473531107002949
opp_gf_ewma5,0.4398888959532036
minutes_form_combo,0.36192994697481173
num_roles_criticos,0.356000890886996
num_roles_negativos,0.27708460972809795
clearances_ewma5,0.23944735115422774
ratio_roles_positivos,0.2142170635389526
def_actions_ewma5,0.1946822107551116
defensive_activity,0.1914286592910819
odds_market_confidence,0.17989954013114726
minutes_pct_roll5,0.17635966484924517
opp_gc_roll5,0.16735928697267605
duels_roll5,0.1400834759292376
aerial_lost_ewma5,0.13286679698387197
aerial_won_ewma5,0.12182131642401467
odds_is_favored,0.1031840145654588
minutes_pct_ewma5,0.0997082765634212
aerial_balance,0.08329524004358983
elite_despejes_interact,0.07718621729850664
pf_roll5,0.07577696587810503
clearances_roll5,0.07280509783819297
pf_ewma5,0.06901750076270576
aerial_won_roll5,0.059156910771772014
availability_momentum,0.05580273580732243
num_roles_positivos,0.0524034056342558
score_roles_normalizado,0.05184758720672488
defensive_form_power,0.03841925579190259
odds_prob_loss,0.03169661195686436
aerial_lost_roll5,0.023401333175409114
odds_expected_goals_against,0.002734173951125642
duels_ewma5,0.002241592636781039
