player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Álvaro Rodríguez,DT,getafe,espanyol,1,74,1,0,0.0,0.0,2,1,1,22,68.2,0,0,0.0,0.0,0.0,11,1,1,0,1,3,0,3,1,4,2,2,20,79.0,24.0,0,6,8,42.9
Bertuğ Yıldırım,DT,getafe,espanyol,0,16,0,0,0.0,0.0,0,0,0,7,57.1,0,0,0.0,0.0,0.0,2,0,0,0,0,3,0,3,0,0,0,0,6,22.0,12.0,1,2,0,100.0
Christantus Uche,DT,getafe,espanyol,1,81,0,0,0.1,0.1,2,1,1,24,66.7,0,0,0.0,0.0,0.0,5,1,0,0,0,0,0,0,0,3,2,1,16,122.0,45.0,3,4,6,40.0
Yellu Santiago,MC,getafe,espanyol,0,9,0,0,0.0,0.0,0,0,0,5,40.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,4,29.0,13.0,1,1,1,50.0
Coba da Costa,MC,getafe,espanyol,1,74,0,0,0.1,0.0,5,3,2,18,55.6,0,0,0.0,0.0,0.0,6,3,3,0,2,1,0,1,0,5,0,2,26,263.0,117.0,6,0,0,0.0
John Joe,DT,getafe,espanyol,0,16,0,0,0.0,0.0,0,0,0,3,66.7,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,3,15.0,8.0,0,0,0,0.0
Luis Milla,MC,getafe,espanyol,1,90,0,1,0.0,0.1,1,1,0,47,83.0,0,0,0.0,0.0,0.0,12,2,0,0,0,0,0,0,1,2,1,1,20,88.0,40.0,0,0,1,0.0
Mauro Arambarri,MC,getafe,espanyol,1,90,0,0,0.1,0.1,3,2,1,37,83.8,1,0,0.0,0.0,0.0,6,1,0,0,0,2,0,2,1,2,2,0,23,115.0,25.0,1,1,1,50.0
Allan Nyom,MC,getafe,espanyol,1,90,0,0,0.0,0.0,1,0,1,16,75.0,0,0,0.0,0.0,0.0,5,2,2,0,0,0,0,0,2,0,0,0,10,29.0,13.0,1,0,0,0.0
Diego Rico,DF,getafe,espanyol,1,90,0,0,0.0,0.0,0,0,0,45,60.0,0,0,0.0,0.0,0.0,6,0,1,0,1,3,1,2,4,0,0,0,13,104.0,34.0,0,0,0,0.0
