player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,local
Raúl,DT,osasuna,barcelona,1,61,0,0,0.0,0.0,0,0,0,8,50.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,4,28.0,2.0,0,3,5,37.5,23_24,4,1
Ante Budimir,DT,osasuna,barcelona,0,29,0,0,0.0,0.0,0,0,0,4,25.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3,34.0,1.0,0,2,3,40.0,23_24,4,1
José Arnaiz,MC,osasuna,barcelona,1,61,0,0,0.1,0.0,2,1,1,10,60.0,0,0,0.0,0.0,0.0,3,0,3,0,3,0,0,0,0,1,0,0,13,86.0,35.0,1,0,0,0.0,23_24,4,1
Ezequiel Ávila,MC,osasuna,barcelona,0,29,1,0,0.1,0.0,3,2,1,16,68.8,0,0,0.0,0.0,0.0,8,0,0,0,0,1,0,1,1,0,0,0,10,46.0,14.0,1,0,1,0.0,23_24,4,1
Aimar Oroz,MC,osasuna,barcelona,1,90,0,0,0.4,0.0,1,0,1,28,89.3,0,0,0.0,0.0,0.0,3,3,2,0,2,2,0,2,0,3,0,1,19,128.0,73.0,2,0,0,0.0,23_24,4,1
Pablo Ibáñez,MC,osasuna,barcelona,1,71,0,0,0.1,0.0,1,1,0,14,78.6,0,0,0.0,0.0,0.0,2,1,1,0,1,1,0,1,1,2,0,2,5,17.0,7.0,1,2,4,33.3,23_24,4,1
Jon Moncayola,MC,osasuna,barcelona,0,19,0,0,0.0,0.0,0,0,0,16,75.0,0,0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,7,26.0,8.0,0,0,0,0.0,23_24,4,1
Rubén García,MC,osasuna,barcelona,1,60,0,0,0.0,0.1,0,0,0,29,69.0,0,0,0.0,0.0,0.0,4,3,3,0,2,0,0,0,2,2,1,1,10,72.0,15.0,0,2,0,100.0,23_24,4,1
Kike Barja,MC,osasuna,barcelona,0,30,0,0,0.0,0.0,1,1,0,11,63.6,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,2,0,1,8,80.0,45.0,3,0,0,0.0,23_24,4,1
Iker Muñoz,MC,osasuna,barcelona,1,90,0,0,0.1,0.0,2,2,0,32,75.0,0,0,0.0,0.0,0.0,0,1,3,0,3,1,0,1,2,2,0,1,18,74.0,25.0,0,2,1,66.7,23_24,4,1
