fold,tipo,mae,rmse,r2
1,bosque,3.3993939675337863,4.111427049928502,-0.023973542631598566
1,bosque,3.391393470977908,4.108521413975184,-0.022526724798465292
1,bosque,3.391976821368174,4.099102252787456,-0.017843627060057043
1,bosque,3.3973591091076925,4.105404307264112,-0.020975745507168853
1,bosque,3.3797605639641843,4.092502358410029,-0.014568640478920702
1,bosque,3.413946738246561,4.122630694306675,-0.029561804913024403
1,bosque,3.4068790056070717,4.12349377213331,-0.029992930106998106
1,bosque,3.3908555611152615,4.11619880325057,-0.0263517848065018
1,bosque,3.400962411380412,4.112076295582589,-0.024296964575029723
1,bosque,3.3998008462468854,4.111830200238444,-0.024174366085639276
1,bosque,3.391434209836459,4.107543485234794,-0.022040009913001368
1,bosque,3.39317489429228,4.099364587840519,-0.01797391149294847
1,bosque,3.3974145550542363,4.104700997140197,-0.0206259621399123
1,bosque,3.3812467109609776,4.093604878645372,-0.015115363745698218
1,bosque,3.4247775192250263,4.135231490734441,-0.03586512242191353
1,bosque,3.4033164603135506,4.121908269703688,-0.029201008292849995
1,bosque,3.3994108063482615,4.127722256221599,-0.03210644939792062
1,bosque,3.4025363267079225,4.114184672545346,-0.02534760547402537
1,bosque,3.3984081207065713,4.1111215624217845,-0.023821381593871704
1,bosque,3.3918820772057643,4.108686784015616,-0.02260904087856752
1,bosque,3.393408890299858,4.099779491183195,-0.018179983504107877
1,bosque,3.3973108239874947,4.104660224024068,-0.02060568592772216
1,bosque,3.381011546620106,4.093118771459545,-0.01487429232380455
1,bosque,3.3959767034064865,4.111031348239402,-0.023776448748156653
1,bosque,3.3834949147336006,4.096881449315038,-0.01674103522595427
1,bosque,3.4002756163738903,4.113235106946887,-0.02487435376985836
1,bosque,3.3968242856670585,4.1061236752775905,-0.02133357708057293
1,bosque,3.3886067020142887,4.101217369773848,-0.018894302863951218
1,bosque,3.393093415821593,4.10311917670272,-0.019839480528245357
1,bosque,3.386639745078905,4.090597934508847,-0.013624612088960042
1,bosque,3.3932143683789544,4.100590547754589,-0.01858287505090317
1,bosque,3.3813249723600243,4.094205087301284,-0.01541306013450261
1,bosque,3.402452251490436,4.1112085185458955,-0.02386469263651736
1,bosque,3.39278098963932,4.111873141583482,-0.02419575785151351
1,bosque,3.3977939744581205,4.124306447335434,-0.0303989606449504
1,bosque,3.4063854633262842,4.114447057298973,-0.025478394040516994
1,bosque,3.3976889306408236,4.110138497951025,-0.023331801282159947
1,bosque,3.392082208970648,4.10826542833217,-0.022399309614069773
1,bosque,3.3885135094114354,4.093087933405897,-0.014859000009203926
1,bosque,3.392599526068471,4.102034098132973,-0.019300154422857263
1,bosque,3.3810188768208507,4.093846076759629,-0.015234989909891583
1,bosque,3.4157687344461185,4.126224376831937,-0.03135751796338648
1,bosque,3.399555159512968,4.120123018441353,-0.02830968108121401
1,bosque,3.3964829483251417,4.123844388620152,-0.030168096058954763
1,bosque,3.4029431526038687,4.1136714681881354,-0.025091817228865
1,bosque,3.398690384376377,4.110674323298503,-0.023598635531219214
1,bosque,3.3919582649411213,4.107244891041316,-0.02189142274826894
1,bosque,3.3894381491201386,4.093423557485877,-0.015025439181000078
1,bosque,3.3932204936319943,4.1025195235787235,-0.019541412050849916
1,bosque,3.38223089642989,4.094125037017805,-0.015373353619102303
1,bosque,3.4199707086949434,4.131562342822246,-0.03402771323204146
1,bosque,3.399935041987832,4.1199400478201404,-0.028218350660974112
1,bosque,3.4008293396556617,4.129653477667389,-0.033072450629183736
1,bosque,3.403377033110037,4.114481138403958,-0.025495382754221696
1,bosque,3.3979323664414065,4.110345550073637,-0.02343490649800617
1,bosque,3.3923754541173867,4.108362054619481,-0.022447403785655018
1,bosque,3.3895981220747444,4.093700097188939,-0.015162588103446062
1,bosque,3.3932342300137157,4.102407321715426,-0.01948564491498761
1,bosque,3.38205665565989,4.093796192595012,-0.01521024846145469
1,xgb,3.4210488374541406,4.14001072065029,-0.038260876277250055
1,xgb,3.4614119724351533,4.207953816263579,-0.07261900350051498
1,xgb,3.499461393778016,4.27811717679689,-0.10868688218237899
1,xgb,3.445835846621974,4.197487668746487,-0.06728993946840012
1,xgb,3.537540919926702,4.337961018434097,-0.13992124527204286
1,xgb,3.5844605544797417,4.4072248005805195,-0.17661387193870004
1,xgb,3.4914080131621588,4.273734882705862,-0.10641667623903617
1,xgb,3.5854612803783548,4.4015394784453346,-0.17358016500976903
1,xgb,3.626456137214388,4.476345852205645,-0.2138103187138607
1,xgb,3.5270878988869336,4.324875466886599,-0.13305442457680727
1,xgb,3.617067629179987,4.44956159241062,-0.19932808386856404
1,xgb,3.6541383951699653,4.518812965853146,-0.23695041372553338
1,xgb,3.418631245489834,4.149371738842561,-0.042961427880790604
1,xgb,3.4674075793246835,4.233893241115488,-0.08588382407224682
1,xgb,3.47559252888167,4.284086906912213,-0.11178318787050312
1,xgb,3.449539092122292,4.221256958718044,-0.07941173914144795
1,xgb,3.523502862372366,4.332073458363029,-0.1368291011091285
1,xgb,3.5536356410201715,4.392525194437429,-0.16877813964233712
1,xgb,3.4959302735166484,4.2898735764021,-0.1147886669780005
1,xgb,3.5656961583766806,4.384696425416634,-0.1646156410290731
1,xgb,3.5858038720630465,4.428263336838203,-0.18787416326378836
1,xgb,3.5216872100116445,4.331312788694602,-0.13642990404898137
1,xgb,3.587725118309462,4.412690723941458,-0.17953419919169944
1,xgb,3.598436160152461,4.444441275188452,-0.1965694269614533
1,xgb,3.418447429631032,4.152028420700579,-0.04429739096232144
1,xgb,3.467047841370511,4.238961876955018,-0.08848532765353889
1,xgb,3.4835698118015213,4.277849351929784,-0.10854807129428545
1,xgb,3.4580960898172286,4.232641211986176,-0.08524169302171947
1,xgb,3.5218098236590016,4.325363141849856,-0.13330996646821802
1,xgb,3.517157439471913,4.329229976262689,-0.13533720936667804
1,xgb,3.497341151140174,4.295430998354317,-0.11767889852410685
1,xgb,3.54646546418975,4.358872025708114,-0.1509376439322525
1,xgb,3.5328451978917026,4.346767090047009,-0.1445540286881306
1,xgb,3.517937349624374,4.326763017509734,-0.13404366198195738
1,xgb,3.5564580734084252,4.369717497147676,-0.1566721506166424
1,xgb,3.5393493978344663,4.354245067700423,-0.1484954920714534
1,xgb,3.436118714663447,4.161724225123608,-0.04918036599242814
1,xgb,3.468491964599713,4.244211542236587,-0.0911830268136049
1,xgb,3.494619383292944,4.298353090478472,-0.1192000830527098
1,xgb,3.4891303875008406,4.245467505738339,-0.09182893657636582
1,xgb,3.5039974613254574,4.304175929157152,-0.12223442459049783
1,xgb,3.529663167437729,4.344139440114803,-0.14317066572873904
1,xgb,3.5085232241624067,4.286016570543002,-0.11278496528264603
1,xgb,3.513652785294721,4.321067680649201,-0.13106013374335235
1,xgb,3.5371347081904507,4.352696104323393,-0.14767851415461708
1,xgb,3.5223874891696334,4.308362468133303,-0.12441861184088632
1,xgb,3.520520557351664,4.328802095396476,-0.1351127976053761
1,xgb,3.5401758652966038,4.356616086016457,-0.1497466137752128
1,elastic,3.606037600197167,4.470764429625049,-0.21078527779705714
1,elastic,3.6058402782777685,4.471010155007681,-0.21091837756405574
1,elastic,3.605745528536951,4.471256000628202,-0.2110515497798806
1,elastic,3.605669110600041,4.471557814459912,-0.21121504945191227
1,elastic,3.605587616829677,4.472118414747696,-0.211518769138489
1,elastic,3.5899819213134316,4.445108855503513,-0.19692891700224435
1,elastic,3.586460654013121,4.442081788590407,-0.19529928300816657
1,elastic,3.583849857049953,4.440105818676137,-0.19423611028060916
1,elastic,3.5808410712873924,4.437994248087328,-0.19310050030788206
1,elastic,3.577871192812378,4.436694713786073,-0.19240187478781978
1,elastic,3.5774653596906316,4.427595121359424,-0.187515694963994
1,elastic,3.570062118956503,4.421070714751638,-0.18401847965174656
1,elastic,3.5660226725353166,4.415914089084596,-0.18125807168637165
1,elastic,3.561994231028949,4.408664380378257,-0.17738265786337015
1,elastic,3.556084131561248,4.3977537957886375,-0.1715622839875759
1,elastic,3.5297606863863633,4.357619436867206,-0.15027625974822767
1,elastic,3.508501306294973,4.3255641243253775,-0.1334152897564762
1,elastic,3.4982974703092804,4.307512713189716,-0.1239751087444736
1,elastic,3.4897500775645875,4.291798953902097,-0.11578956858905465
1,elastic,3.4829696678238338,4.271847687204252,-0.10543974921069288
2,bosque,3.3197917554345593,4.1236186187424035,-0.007641179274657572
2,bosque,3.3434089585114104,4.1481283226342045,-0.019655085224222768
2,bosque,3.3592103891034837,4.158219006939929,-0.024621919049628183
2,bosque,3.324740575113111,4.122892289639114,-0.007286241184742526
2,bosque,3.3461235633669535,4.152085497894043,-0.02160144665190966
2,bosque,3.3404496203187497,4.137723495038221,-0.01454626083493249
2,bosque,3.323523566390485,4.1141987704390575,-0.0030427978369891306
2,bosque,3.348964236276221,4.14908092476705,-0.020123458940770833
2,bosque,3.355290269533824,4.147407278302768,-0.01930063494549561
2,bosque,3.358148876369308,4.139314445270652,-0.015326594716526865
2,bosque,3.3623175611184606,4.160634169399463,-0.02581249946039943
2,bosque,3.35533222553479,4.155310892102542,-0.02318924980132686
2,bosque,3.3359185461627336,4.125753035810829,-0.008684575062281708
2,bosque,3.3673881307863227,4.171020495233532,-0.0309404299249203
2,bosque,3.342780852753096,4.1350810358762145,-0.013250842704787491
2,bosque,3.327259991081921,4.119746635496757,-0.005749763805817931
2,bosque,3.3468107560058957,4.149023935433098,-0.020095435502199166
2,bosque,3.337556291981229,4.136778160735899,-0.01408273260593873
2,bosque,3.355413223857754,4.15809023796326,-0.024558460404058513
2,bosque,3.3357009187551183,4.138027914840686,-0.014695550333825969
2,bosque,3.3741544131516275,4.170576077285028,-0.03072075034159849
2,bosque,3.3445511622526016,4.143124898251888,-0.017196776381213308
2,bosque,3.3604537684676834,4.164173914970171,-0.02755870435447938
2,bosque,3.347269437578906,4.138816277475149,-0.015082219672631458
2,bosque,3.33483241004767,4.126215362769662,-0.008910651706632189
2,bosque,3.360159300611185,4.157213981081439,-0.024126684394524478
2,bosque,3.332576035320099,4.133775188883149,-0.01261098020580853
2,bosque,3.3459119847020946,4.1370742934829945,-0.01422792475421053
2,bosque,3.3606785806412374,4.163428502786086,-0.02719085890014905
2,bosque,3.379773789258765,4.171512281549504,-0.031183551379627472
2,bosque,3.327248759462437,4.128442809540598,-0.010000222246241641
2,bosque,3.37384535758939,4.1741728053236855,-0.03249931556549024
2,bosque,3.3552510710457084,4.1454786547554425,-0.018352866859923322
2,bosque,3.335430045570925,4.127055341107567,-0.009321463686770226
2,bosque,3.368870558285449,4.169411975397869,-0.030145435807672927
2,bosque,3.3305079240893614,4.132567778574962,-0.012019531313027798
2,bosque,3.3242573535136173,4.121945081947126,-0.006823459424529554
2,bosque,3.3446934776466137,4.141140029234268,-0.016222382034579264
2,bosque,3.359187958200734,4.1542150749598425,-0.022649660583097253
2,bosque,3.323278425412576,4.1172308067415075,-0.004521765190508509
2,bosque,3.3383267074108973,4.137368245878338,-0.014372058167569923
2,bosque,3.3380721374682474,4.1346451270107645,-0.013037225732922764
2,bosque,3.326515602116145,4.118691417889593,-0.00523461128011915
2,bosque,3.346914106212162,4.14577576236567,-0.018498843358240258
2,bosque,3.350412435936596,4.14319557410398,-0.017231480554446232
2,bosque,3.353321284408443,4.140085361508999,-0.01570482384523819
2,bosque,3.3543942175982497,4.152762660623286,-0.021934699344388964
2,bosque,3.360392433681906,4.156901161770826,-0.02397256456740826
2,bosque,3.3343424794401857,4.118635030833055,-0.0052070870851237405
2,bosque,3.3532381222020944,4.149889394771704,-0.02052105040014074
2,bosque,3.348901214424631,4.140040616257114,-0.015682868876381928
2,bosque,3.332606432443562,4.1242720199233265,-0.007960532813248378
2,bosque,3.3422758720196706,4.1404967436405045,-0.015906686144457227
2,bosque,3.3426565746621235,4.141693385007509,-0.01649398361703791
2,bosque,3.3497925939080453,4.150270114220385,-0.020708308419373544
2,bosque,3.343734077053859,4.142088187331214,-0.01668778517445446
2,bosque,3.3693918742443754,4.16618110034876,-0.028549536113721352
2,bosque,3.338729773169967,4.129480580874908,-0.010508055859974164
2,bosque,3.3490271919309844,4.144932347068312,-0.018084479352592497
2,bosque,3.3549132121901057,4.142220540604561,-0.01675275921658126
2,bosque,3.336243404408022,4.128719768155647,-0.01013573951437996
2,bosque,3.3502824354679532,4.145589363108868,-0.018407259456722835
2,bosque,3.341293718220554,4.1401320811027835,-0.015727747809543224
2,bosque,3.3414238331746957,4.139377639125236,-0.01535759641586898
2,bosque,3.3619181021612414,4.162416170986804,-0.026691399596501686
2,bosque,3.3807808214053905,4.177599202684437,-0.03419507905629038
2,bosque,3.331982860657665,4.122539436381084,-0.007113833565185912
2,bosque,3.3561470662083757,4.153023686431215,-0.022063172717803337
2,bosque,3.3498127927782946,4.140486939861392,-0.015901875266161714
2,bosque,3.3349618152745273,4.127074807609207,-0.009330985247612889
2,bosque,3.350872741141732,4.148861187388063,-0.020015409315621513
2,bosque,3.3387573482818733,4.138524195892172,-0.014938953414856737
2,bosque,3.3343782528698007,4.1306101533335235,-0.011060957446989761
2,bosque,3.344571749895905,4.137977237890052,-0.014670697257675114
2,bosque,3.346951078744098,4.14390582646161,-0.017580270743734472
2,bosque,3.323796138011274,4.120478489954851,-0.0061071293880206046
2,bosque,3.3393545891457883,4.137495322232286,-0.014434370572275368
2,bosque,3.340003930439551,4.133547830413649,-0.012499595652508466
2,bosque,3.3334203459509677,4.126591884951461,-0.009094788761319306
2,bosque,3.339984038179565,4.1404061011783275,-0.01586220680724937
2,bosque,3.3410054015967274,4.13851986160282,-0.014936827518480245
2,bosque,3.3480778081327096,4.141464273105171,-0.016381525061043734
2,bosque,3.3518257716366637,4.153500606003563,-0.022297926938421808
2,bosque,3.3555647148490757,4.1550952427725525,-0.02308305108054176
2,bosque,3.335687673280898,4.122910939651673,-0.00729535417737881
2,bosque,3.3533274582508876,4.1516346019785315,-0.021379576987414328
2,bosque,3.349130850850967,4.1398639146771945,-0.015596169757115863
2,bosque,3.3333247059552256,4.129161539902524,-0.010351919506999652
2,bosque,3.3390007455344968,4.140181671295705,-0.01575208057750732
2,bosque,3.33979704505026,4.1392755772164955,-0.015307527025820722
2,bosque,3.350778562514646,4.151764139604386,-0.021443315327745127
2,bosque,3.352565502767193,4.150242985295089,-0.020694964406486216
2,bosque,3.363906623743729,4.1600552931939525,-0.025527073194313354
2,bosque,3.3426494575326835,4.13464383620891,-0.013036593209412084
2,bosque,3.348415202274448,4.145559017472365,-0.01839235006715656
2,bosque,3.3513865635578592,4.139349300538872,-0.01534369398755664
2,bosque,3.335913760612605,4.134086293987317,-0.012763402766057697
2,bosque,3.345198515866562,4.143813974569939,-0.01753516082046902
2,bosque,3.3384734789776846,4.14005777282352,-0.01569128699026523
2,bosque,3.3453164957163284,4.1387693248442865,-0.015059188686369795
2,bosque,3.3599261245674237,4.16103292961112,-0.026009139104659074
2,bosque,3.3749904295939253,4.171190984926318,-0.03102471064689416
2,bosque,3.3370377936536944,4.129268294986075,-0.010404163332699445
2,bosque,3.3533685377895117,4.1515625163676075,-0.02134410848469037
2,bosque,3.3503476380540116,4.140104076071118,-0.01571400651289978
2,bosque,3.3347016772679656,4.132613851765506,-0.012042097054773215
2,bosque,3.3468924022773088,4.146588312998384,-0.01889812350647646
2,bosque,3.33626556729351,4.137306892374773,-0.014341973913744033
2,xgb,3.3268267800207854,4.110671957519693,-0.0013238589856763294
2,xgb,3.3258081893531646,4.13221789548738,-0.011848173673971063
2,xgb,3.3133337903184956,4.1306330644380855,-0.011072173507909566
2,xgb,3.294815324601673,4.1046866306185805,0.0015899650644586316
2,xgb,3.3260749027031618,4.154047504491841,-0.0225671600755879
2,xgb,3.351729615204999,4.176274631804018,-0.03353936870601393
2,xgb,3.2923851621394253,4.11916213180712,-0.005464395409590761
2,xgb,3.3498245607428,4.186489667961006,-0.038601561584979516
2,xgb,3.4047905158023446,4.216014901708403,-0.053302701999388136
2,xgb,3.3014287364726163,4.138293891130903,-0.014825995868417818
2,xgb,3.378980884746629,4.219354599152064,-0.05497210103776928
2,xgb,3.454216562971777,4.267092885287228,-0.07897931013517545
2,xgb,3.32336649683868,4.118194849325346,-0.004992234386095751
2,xgb,3.337686368397304,4.147028685971823,-0.019114551561740578
2,xgb,3.35052549757925,4.168363753072847,-0.029627527904839024
2,xgb,3.3165200956824687,4.134374971450638,-0.012904847407933406
2,xgb,3.367855333146595,4.206263023579592,-0.048435641356896486
2,xgb,3.4187484030820885,4.242046024578846,-0.06634976126290315
2,xgb,3.3402396237769096,4.165630844371627,-0.028277858939384615
2,xgb,3.4085416380239995,4.244850444161557,-0.06776015645588118
2,xgb,3.4519908124086807,4.270382506176212,-0.08064358187766985
2,xgb,3.360431650057942,4.192147490715542,-0.04141069033935274
2,xgb,3.4438041363443648,4.2814059148704375,-0.08622985005084893
2,xgb,3.469759168065324,4.2910293322129585,-0.0911184270211216
2,xgb,3.32794244029895,4.119828283486509,-0.005789629490484893
2,xgb,3.3338499482797115,4.1313540595411835,-0.011425166231087136
2,xgb,3.3665972226331022,4.185535003965875,-0.03812794165759392
2,xgb,3.331889808583422,4.141255433201613,-0.016279022345155658
2,xgb,3.3911891912116485,4.1971856144982445,-0.04391532967011447
2,xgb,3.4237423048538416,4.247888628351386,-0.06928916814092512
2,xgb,3.351557399545397,4.162228124654701,-0.026598635594593523
2,xgb,3.4204540725062493,4.216149023505238,-0.053369719361225476
2,xgb,3.453355848282373,4.277789769250673,-0.0843957298667597
2,xgb,3.3699994058836076,4.183071292102055,-0.03690616457276086
2,xgb,3.443038511805895,4.236703146961689,-0.06366530743946641
2,xgb,3.4661114358780334,4.293758140040757,-0.09250662505217955
2,xgb,3.336956054174981,4.139566070481789,-0.015450040053864189
2,xgb,3.349698026569522,4.160561136251907,-0.025776486845469515
2,xgb,3.380902412391844,4.202816922425602,-0.046718423379643825
2,xgb,3.3489336780950327,4.158010444431748,-0.024519138336138724
2,xgb,3.409803714476475,4.217936045406151,-0.05426285367685901
2,xgb,3.4097796362273547,4.239858889415283,-0.06525045691344022
2,xgb,3.3739629862259846,4.183232960070281,-0.03698631513226269
2,xgb,3.4369899821372663,4.242809001829224,-0.0667333845293423
2,xgb,3.424534575063355,4.263197120698767,-0.07701003940620921
2,xgb,3.3961844746352865,4.202582451334152,-0.04660163582040289
2,xgb,3.4473512438284297,4.253722690500526,-0.07222831455340661
2,xgb,3.4292981847613846,4.270667325448656,-0.08078773682514861
2,elastic,3.371968052448388,4.14024002866184,-0.015780715569175152
2,elastic,3.3712355188738634,4.139936948817412,-0.015632003711498976
2,elastic,3.3708228221493837,4.139733753861776,-0.015532308359630154
2,elastic,3.3703627224697477,4.139511798491993,-0.01542341401045344
2,elastic,3.370026638038438,4.138737371248838,-0.015043515106656136
2,elastic,3.3727447177346908,4.144590153222998,-0.017916385963870907
2,elastic,3.371499994970845,4.1434993718723,-0.01738066201497057
2,elastic,3.3711627822815076,4.142938890581755,-0.01710544331265762
2,elastic,3.3708039114583825,4.142082085964024,-0.01668478997944889
2,elastic,3.370512697097179,4.141510638952406,-0.01640428302837682
2,elastic,3.3735503934863775,4.14613299116483,-0.018674372771783077
2,elastic,3.372858065427628,4.144778905996483,-0.018009103896894585
2,elastic,3.372523616795855,4.144149052044778,-0.01769972752130644
2,elastic,3.3720204814584216,4.144059692199306,-0.01765583889241551
2,elastic,3.3683918449446466,4.1409861424466765,-0.016146856797032205
2,elastic,3.370374255126604,4.141909184657061,-0.01659991360258184
2,elastic,3.3530916565389917,4.126981519328191,-0.009285355985823696
2,elastic,3.3436059998863485,4.119509629087955,-0.00563404684351454
2,elastic,3.3370385095883996,4.1131968604656866,-0.002554325464747098
2,elastic,3.3311950078267456,4.1054385267797615,0.0012241542258933924
3,bosque,3.238601076353879,3.860679258601664,0.00257414977715964
3,bosque,3.235076873919566,3.8554198155187063,0.005289905665040173
3,bosque,3.237439028868851,3.8607412269705663,0.002542129842349694
3,bosque,3.2207265153366644,3.839737539467425,0.013365598171479198
3,bosque,3.230129784833119,3.8556592269666994,0.005166364058936335
3,bosque,3.224128947029138,3.8493971601939245,0.008395205290304575
3,bosque,3.2279329866014277,3.8514249093307127,0.007350233686498897
3,bosque,3.2337303501828902,3.859411363848501,0.003229176137678369
3,bosque,3.2381054268604594,3.860443539559292,0.002695944452631438
3,bosque,3.2241691298319797,3.8476032736114676,0.009319200388830495
3,bosque,3.256785076548387,3.8845388595252524,-0.009792441375164218
3,bosque,3.233397248306234,3.8700390708566657,-0.0022680216678439002
3,bosque,3.238613455613575,3.8566495552718254,0.004655251236621916
3,bosque,3.250780260456713,3.87560624230443,-0.005153683113289675
3,bosque,3.224159184593633,3.8582891016174594,0.0038087855656923075
3,bosque,3.23225367704234,3.8507476181453617,0.007699327249528043
3,bosque,3.2494013026466155,3.8734018769592615,-0.004010586690486262
3,bosque,3.213968126002399,3.8375663840633814,0.014481055133058529
3,bosque,3.2300455292077648,3.857552933961667,0.004188899014040404
3,bosque,3.24210971105008,3.8621659320062487,0.001805822810285962
3,bosque,3.219276649057732,3.8583549871114995,0.0037747626560596936
3,bosque,3.2374356546886642,3.866201045974463,-0.0002810535358526156
3,bosque,3.238739082574789,3.8771636607989213,-0.005961690622956928
3,bosque,3.21923924483279,3.852499140937451,0.006796420753050869
3,bosque,3.214976586532844,3.8378160822764893,0.014352801807495208
3,bosque,3.247661302305872,3.869329482260917,-0.00190051490917309
3,bosque,3.222299165704865,3.84826412709918,0.008978858082546282
3,bosque,3.2571417473584505,3.8854933248880412,-0.010288732107365917
3,bosque,3.2316325865602664,3.867624772187587,-0.001017894975969158
3,bosque,3.229684088916578,3.8687784050249827,-0.0016151500925272178
3,bosque,3.22547085356967,3.862673334524991,0.0015435246495549837
3,bosque,3.231464980002227,3.8706990902830745,-0.0026099162906731976
3,bosque,3.219614851333331,3.8608883625210604,0.0024661007584072525
3,bosque,3.209069092007334,3.8373333653220123,0.014600733798698085
3,bosque,3.2446954535990895,3.8664134180979537,-0.00039094831027686183
3,bosque,3.224513805049943,3.854097854301714,0.005971928785267533
3,bosque,3.237047754952986,3.8591263113918512,0.0033764117922453485
3,bosque,3.2280743928423696,3.854465908450401,0.005782066649740236
3,bosque,3.2300584097802316,3.860047002779565,0.002900815951840774
3,bosque,3.228417259830769,3.847444578508162,0.009400920326387507
3,bosque,3.2261585011373626,3.8520384384479827,0.007033951761028723
3,bosque,3.238820217891823,3.8614069057957434,0.002198131740814402
3,bosque,3.227879124704887,3.847729438968877,0.009254229217159793
3,bosque,3.2294457555939284,3.853185905994135,0.006442282680885536
3,bosque,3.2336914540348887,3.862258812452419,0.0017578114938437972
3,bosque,3.2294064133359734,3.855807289450594,0.005089956700951581
3,bosque,3.2527508743534788,3.8825796942039337,-0.008774121561990755
3,bosque,3.237977463578872,3.873864999025593,-0.004250689457954815
3,bosque,3.2399360312195533,3.859347635136857,0.003262094316104025
3,bosque,3.2413759224377663,3.8661575057912345,-0.00025852383571822735
3,bosque,3.235667720755655,3.865414940339147,0.00012567473448910071
3,bosque,3.228461789847046,3.8532164584159783,0.006426526516717934
3,bosque,3.22928817086241,3.850835397118105,0.0076540871376766795
3,bosque,3.2236248674625956,3.8497336296911606,0.008221848614171523
3,bosque,3.2362904500270755,3.8661728502995696,-0.0002664637635103606
3,bosque,3.2381547192171043,3.865219447045311,0.0002268094304382906
3,bosque,3.2255884405205393,3.864793648673047,0.0004470703263772524
3,bosque,3.2343115362356722,3.8621493793239625,0.0018143790225039202
3,bosque,3.231797234532658,3.864553190146178,0.0005714462024537514
3,bosque,3.2308092696616995,3.8591779880941424,0.003349720483832197
3,bosque,3.2166812543568675,3.8374263154129244,0.014552995407494107
3,bosque,3.2283310700996006,3.8475276778428134,0.009358128799843324
3,bosque,3.228746807034938,3.8571930532107492,0.00437469375809818
3,bosque,3.257400777256058,3.882022696010196,-0.008484703132196847
3,bosque,3.2344769765497317,3.872173671062373,-0.0033739699607098217
3,bosque,3.2266936556973014,3.8665111708754596,-0.0004415338113172851
3,bosque,3.2261258738893237,3.8598106020898046,0.00302294281545612
3,bosque,3.2236929938470333,3.8563427037470865,0.004813632701694104
3,bosque,3.2365076355239837,3.8693132463709636,-0.001892106882691369
3,bosque,3.2090521077039385,3.8336812117598966,0.01647553409259994
3,bosque,3.229805321335886,3.850552596361004,0.007799835185428039
3,bosque,3.2291544992692605,3.8597502779544635,0.003054105644495486
3,bosque,3.2377711757965733,3.857949267997385,0.003984264566202267
3,bosque,3.2311288312846003,3.853702109986534,0.006176054771021677
3,bosque,3.2353281462801364,3.8640883977554346,0.0008118356237239999
