player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Thierno Barry,DT,villarreal,girona,1,71,1,0,0.9,0.1,3,1,2,9,55.6,0,0,0.0,0.0,0.0,10,3,1,0,1,0,0,0,2,1,0,1,10,72.0,43.0,2,3,0,100.0
Gerard Moreno,DT,villarreal,girona,0,19,0,0,0.1,0.2,1,1,0,6,66.7,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,5,11.0,3.0,0,1,0,100.0
Pape Gueye,DT,villarreal,girona,1,90,0,0,0.2,0.3,2,2,0,22,63.6,0,0,0.0,0.0,0.0,2,0,0,0,0,1,0,1,1,1,0,1,22,98.0,61.0,3,1,2,33.3
Alex Baena,MC,villarreal,girona,1,89,1,0,0.4,0.2,3,2,1,32,71.9,0,0,0.0,0.0,0.0,10,2,1,0,1,0,0,0,0,1,1,0,31,265.0,186.0,6,0,2,0.0
Pau Navarro,MC,villarreal,girona,0,1,0,0,0.0,0.0,0,0,0,2,50.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,100.0
Daniel Parejo,MC,villarreal,girona,1,77,0,0,0.0,0.0,0,0,0,32,81.3,0,0,0.0,0.0,0.0,4,2,3,0,1,0,0,0,1,0,0,0,25,108.0,42.0,1,0,0,0.0
Denis Suárez,DT,villarreal,girona,0,13,0,0,0.2,0.0,1,0,1,4,75.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,1,0,6,39.0,30.0,1,0,0,0.0
Santi Comesaña,MC,villarreal,girona,1,90,0,0,0.2,0.1,1,1,0,46,89.1,0,0,0.0,0.0,0.0,3,5,5,0,1,1,1,0,2,0,0,0,36,111.0,72.0,1,0,3,0.0
Yeremi Pino,MC,villarreal,girona,1,71,0,1,0.2,0.4,2,2,0,23,87.0,0,0,0.0,0.0,0.0,8,0,0,0,0,1,0,1,0,1,0,1,22,87.0,38.0,2,1,0,100.0
Pau Cabanes,DT,villarreal,girona,0,19,0,0,0.0,0.0,0,0,0,7,57.1,0,0,0.0,0.0,0.0,6767,1,1,0,0,0,0,0,0,1,0,1,4,14.0,12.0,1,0,0,0.0
Sergi Cardona,DF,villarreal,girona,1,90,0,0,0.0,0.0,0,0,0,38,73.7,1,0,0.0,0.0,0.0,2,3,4,0,1,2,2,0,5,1,0,1,21,145.0,83.0,5,3,0,100.0
Logan Costa,DF,villarreal,girona,1,90,0,0,0.0,0.0,0,0,0,48,85.4,0,0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,5,0,0,0,33,108.0,60.0,0,1,1,50.0
Raúl Albiol,DF,villarreal,girona,1,90,0,0,0.0,0.0,0,0,0,52,88.5,1,0,0.0,0.0,0.0,1,3,1,0,0,1,1,0,2,0,0,0,37,124.0,29.0,0,0,0,0.0
Kiko Femenía,DF,villarreal,girona,1,90,0,0,0.0,0.0,0,0,0,45,86.7,0,0,0.0,0.0,0.0,2,3,2,0,1,0,0,0,3,1,1,0,29,122.0,39.0,0,1,0,100.0
Diego Conde,PT,villarreal,girona,1,90,0,0,0.0,0.0,0,0,0,38,68.4,0,0,2.0,66.7,1.4,7,0,0,0,0,0,0,0,1,0,0,0,28,177.0,77.0,0,0,0,0.0
Bojan Miovski,DT,girona,villarreal,1,57,0,0,0.0,0.0,0,0,0,6,83.3,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0,0,2,0.0
Cristhian Stuani,DT,girona,villarreal,0,33,0,1,0.1,0.1,2,1,1,7,57.1,0,0,0.0,0.0,0.0,7,1,0,0,0,0,0,0,0,0,0,0,3,6.0,0.0,0,2,1,66.7
Arnaut Danjuma,DT,girona,villarreal,1,45,0,0,0.0,0.0,1,0,1,18,77.8,0,0,0.0,0.0,0.0,1,0,1,0,1,1,1,0,0,3,0,3,18,130.0,61.0,2,0,0,0.0
Abel Ruiz,MC,girona,villarreal,0,45,0,0,0.1,0.1,1,1,0,11,81.8,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,8,87.0,3.0,0,0,1,0.0
Bryan Gil,DT,girona,villarreal,1,90,0,0,0.0,0.2,2,1,1,69,79.7,1,0,0.0,0.0,0.0,3,0,0,0,0,2,0,2,0,7,2,4,53,362.0,197.0,6,0,1,0.0
Donny van de Beek,MC,girona,villarreal,1,72,1,0,0.0,0.0,1,0,1,20,90.0,1,0,0.0,0.0,0.0,7,3,1,0,0,0,0,0,0,2,0,2,11,64.0,22.0,3,0,0,0.0
Portu,MC,girona,villarreal,0,18,0,0,0.0,0.0,0,0,0,13,76.9,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,4,53.0,44.0,2,1,2,33.3
Oriol Romeu,MC,girona,villarreal,1,90,0,0,0.0,0.0,0,0,0,89,93.3,0,0,0.0,0.0,0.0,4,3,1,0,0,1,0,1,0,2,0,2,58,282.0,115.0,1,2,1,66.7
Iván Martín,MC,girona,villarreal,1,58,0,0,0.0,0.0,0,0,0,71,91.5,0,0,0.0,0.0,0.0,2,0,1,0,1,1,0,1,0,2,2,0,52,383.0,214.0,2,0,0,0.0
Jhon Solis,MC,girona,villarreal,0,32,0,0,0.0,0.0,0,0,0,27,88.9,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,1,1,0,15,99.0,36.0,2,1,0,100.0
Miguel Gutiérrez,DF,girona,villarreal,1,90,0,0,0.3,0.0,5,4,1,56,82.1,1,0,0.0,0.0,0.0,-2,2,1,0,0,0,0,0,0,3,1,2,46,312.0,151.0,4,0,2,0.0
Ladislav Krejčí,DF,girona,villarreal,1,90,1,0,0.0,0.0,1,0,1,96,94.8,1,0,0.0,0.0,0.0,8,0,0,0,0,1,1,0,2,0,0,0,63,288.0,188.0,1,1,0,100.0
David López,DF,girona,villarreal,1,90,0,0,0.0,0.0,0,0,0,98,94.9,0,0,0.0,0.0,0.0,2,1,2,0,1,1,1,0,2,0,0,0,56,354.0,220.0,2,0,1,0.0
Arnau Martinez,DF,girona,villarreal,1,72,0,0,0.0,0.0,0,0,0,68,92.6,0,0,0.0,0.0,0.0,1,1,1,0,0,1,0,1,3,0,0,0,42,252.0,179.0,1,0,1,0.0
Daley Blind,DF,girona,villarreal,0,18,0,0,0.0,0.0,0,0,0,22,90.9,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,97.0,55.0,0,1,0,100.0
Paulo Gazzaniga,PT,girona,villarreal,1,90,0,0,0.0,0.0,0,0,0,34,88.2,0,0,2.0,50.0,1.4,3,0,0,0,0,0,0,0,0,0,0,0,16,73.0,58.0,0,0,0,0.0
