player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,local
Gorka Guruzeta,DT,athletic,getafe,1,58,0,0,0.2,0.0,2,1,1,10,50.0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,51.0,7.0,0,3,1,75.0,25_26,10,1
Maroan Sannadi,DT,athletic,getafe,0,32,0,0,0.0,0.0,1,1,0,5,80.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,5,17.0,6.0,0,3,1,75.0,25_26,10,1
Nico Williams,DT,athletic,getafe,1,90,0,0,0.0,0.0,1,0,1,28,57.1,0,0,0.0,0.0,0.0,3,0,1,0,1,2,0,2,1,8,2,4,21,148.0,70.0,4,0,1,0.0,25_26,10,1
Álex Berenguer,DT,athletic,getafe,1,58,0,0,0.0,0.0,0,0,0,9,77.8,0,0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,3,3,1,2,13,33.0,12.0,0,0,3,0.0,25_26,10,1
Roberto Navarro,DT,athletic,getafe,0,32,0,0,0.0,0.0,0,0,0,13,69.2,0,0,0.0,0.0,0.0,3,0,0,0,0,1,1,0,0,3,2,0,9,75.0,49.0,2,0,2,0.0,25_26,10,1
Oihan Sancet,MC,athletic,getafe,1,75,0,0,0.1,0.2,2,1,1,25,88.0,0,0,0.0,0.0,0.0,4,0,0,0,0,2,1,1,1,2,1,1,16,88.0,55.0,1,0,1,0.0,25_26,10,1
Urko Izeta,MC,athletic,getafe,0,15,0,0,0.0,0.0,1,0,1,6,66.7,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,2,1,1,5,47.0,18.0,1,0,0,0.0,25_26,10,1
Mikel Jauregizar,MC,athletic,getafe,1,90,0,0,0.0,0.0,0,0,0,49,71.4,0,0,0.0,0.0,0.0,5,0,0,0,0,2,0,2,3,1,1,0,23,91.0,45.0,1,1,1,50.0,25_26,10,1
Iñigo Ruiz de Galarreta,MC,athletic,getafe,1,58,0,0,0.0,0.0,0,0,0,29,79.3,0,0,0.0,0.0,0.0,1,3,1,0,0,0,0,0,1,1,1,0,13,85.0,58.0,1,0,1,0.0,25_26,10,1
Mikel Vesga,MC,athletic,getafe,0,32,0,0,0.0,0.0,0,0,0,16,75.0,0,0,0.0,0.0,0.0,2,1,2,0,2,1,0,1,3,0,0,0,7,35.0,15.0,0,2,1,66.7,25_26,10,1
Yuri Berchiche,DF,athletic,getafe,1,90,0,0,0.0,0.0,0,0,0,65,81.5,0,0,0.0,0.0,0.0,6,2,2,0,1,1,0,1,8,0,0,0,18,185.0,148.0,3,4,0,100.0,25_26,10,1
Aymeric Laporte,DF,athletic,getafe,1,90,0,0,0.0,0.0,0,0,0,58,84.5,0,0,0.0,0.0,0.0,7,0,0,0,0,1,0,1,14,0,0,0,18,126.0,92.0,1,3,2,60.0,25_26,10,1
