player,posicion,dorsal,equipo_propio,equipo_rival,titular,min_partido,gol_partido,asist_partido,xg_partido,xag,tiros,tiro_fallado_partido,tiro_puerta_partido,pases_totales,pases_completados_pct,amarillas,rojas,goles_en_contra,porcentaje_paradas,psxg,puntos_fantasy,entradas,duelos,duelos_ganados,duelos_perdidos,bloqueos,bloqueo_tiros,bloqueo_pase,despejes,regates,regates_completados,regates_fallidos,conducciones,distancia_conduccion,metros_avanzados_conduccion,conducciones_progresivas,duelos_aereos_ganados,duelos_aereos_perdidos,duelos_aereos_ganados_pct,temporada,jornada,fecha_partido,local,roles
Alexandre Alemão,DT,9,rayo,alaves,1,89,1,0,0.5,0.1,2,1,1,19,63.2,0,0,0.0,0.0,0.0,9,1,1,0,0,1,0,1,0,0,0,0,11,40.0,12.0,0,2,4,33.3,25_26,10,26/10/2025,1,[]
Alfonso Espino,DT,22,rayo,alaves,0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0.0,25_26,10,26/10/2025,1,[]
Francisco Perez,DT,21,rayo,alaves,1,60,0,0,0.0,0.3,0,0,0,19,78.9,0,0,0.0,0.0,0.0,11,0,1,0,1,1,0,1,0,2,2,0,14,125.0,74.0,2,0,0,0.0,25_26,10,26/10/2025,1,"[{'apariciones_suplente': [5, 22.0]}]"
Isaac Palazón Camacho,MC,7,rayo,alaves,0,30,0,0,0.0,0.0,1,1,0,14,78.6,0,0,0.0,0.0,0.0,4,1,2,0,1,1,0,1,0,3,2,1,12,98.0,34.0,0,0,1,0.0,25_26,10,26/10/2025,1,"[{'penaltis_marcados': [9, 1.0]}, {'corners': [4, 56.0]}, {'faltas_recibidas': [9, 32.0]}]"
Jorge de Frutos,DT,19,rayo,alaves,1,82,0,0,0.1,0.0,1,0,1,23,73.9,0,0,0.0,0.0,0.0,6,3,1,0,0,2,0,2,2,5,1,3,24,189.0,92.0,2,1,0,100.0,25_26,10,26/10/2025,1,"[{'apariciones_suplente': [6, 22.0]}]"
Iván Balliu,DF,20,rayo,alaves,0,8,0,0,0.0,0.0,0,0,0,8,62.5,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,7,29.0,20.0,0,0,1,0.0,25_26,10,26/10/2025,1,[]
Pedro Díaz,MC,4,rayo,alaves,1,90,0,0,0.3,0.0,4,3,1,36,75.0,0,0,0.0,0.0,0.0,6,2,3,0,3,1,0,1,0,3,1,1,29,149.0,101.0,2,2,0,100.0,25_26,10,26/10/2025,1,[]
Óscar Valentín,MC,23,rayo,alaves,1,82,0,0,0.0,0.0,0,0,0,41,92.7,0,0,0.0,0.0,0.0,8,2,2,0,1,2,1,1,4,2,0,2,32,218.0,108.0,0,0,3,0.0,25_26,10,26/10/2025,1,"[{'entradas': [1, 107.0]}, {'rojas': [10, 1.0]}, {'faltas_cometidas': [2, 77.0]}]"
Pathé Ciss,MC,6,rayo,alaves,0,8,0,0,0.0,0.1,0,0,0,3,33.3,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,2,25.0,23.0,0,1,0,100.0,25_26,10,26/10/2025,1,"[{'rojas': [2, 1.0]}]"
Unai López,MC,17,rayo,alaves,1,60,0,0,0.0,0.1,1,0,1,53,92.5,1,0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,1,1,0,1,37,152.0,43.0,0,0,0,0.0,25_26,10,26/10/2025,1,"[{'amarillas': [4, 6.0]}, {'rojas': [2, 1.0]}]"
