player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Kylian Mbappé,DT,real madrid,sevilla,1,90,1,0,1.6,0.1,8,5,3,17,82.4,0,0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,6,4,2,23,153.0,102.0,4,1,0,100.0
Vinicius Júnior,DT,real madrid,sevilla,1,82,0,0,0.0,0.2,1,0,1,23,82.6,0,0,0.0,0.0,0.0,9,1,1,0,0,3,0,3,0,9,6,3,20,184.0,122.0,5,0,0,0.0
Gonzalo García,DT,real madrid,sevilla,0,8,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0
Rodrygo,DT,real madrid,sevilla,1,90,0,1,0.1,0.8,1,0,1,41,90.2,1,0,0.0,0.0,0.0,19,0,0,0,0,0,0,0,1,3,1,1,36,347.0,246.0,7,0,2,0.0
Jude Bellingham,MC,real madrid,sevilla,1,90,1,0,0.2,0.1,2,1,1,42,92.9,0,0,0.0,0.0,0.0,14,3,4,0,1,3,1,2,2,2,2,0,39,246.0,160.0,6,1,1,50.0
Aurélien Tchouaméni,MC,real madrid,sevilla,1,90,0,0,0.0,0.1,0,0,0,72,90.3,0,0,0.0,0.0,0.0,8,2,1,0,1,0,0,0,2,0,0,0,47,257.0,115.0,1,4,0,100.0
Arda Güler,MC,real madrid,sevilla,1,71,0,0,0.0,0.1,1,1,0,48,85.4,0,0,0.0,0.0,0.0,6,1,0,0,0,1,0,1,0,0,0,0,37,188.0,75.0,3,0,0,0.0
Eduardo Camavinga,MC,real madrid,sevilla,0,19,0,0,0.0,0.1,0,0,0,15,86.7,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,2,2,0,14,52.0,23.0,1,0,0,0.0
Fran Garcia,DF,real madrid,sevilla,1,90,0,0,0.2,0.0,1,0,1,32,84.4,0,0,0.0,0.0,0.0,6,2,2,0,1,1,1,0,0,3,1,2,19,78.0,33.0,2,0,1,0.0
Dean Huijsen,DF,real madrid,sevilla,1,90,0,0,0.3,0.0,2,2,0,88,90.9,0,0,0.0,0.0,0.0,10,1,2,0,1,2,2,0,7,1,1,0,71,302.0,189.0,1,5,1,83.3
Antonio Rüdiger,DF,real madrid,sevilla,1,90,0,0,0.0,0.0,1,1,0,69,91.3,0,0,0.0,0.0,0.0,7,0,1,0,1,0,0,0,1,0,0,0,47,172.0,100.0,0,2,0,100.0
Raúl Asencio,DF,real madrid,sevilla,1,89,0,0,0.0,0.0,0,0,0,49,91.8,1,0,0.0,0.0,0.0,5,2,1,0,0,3,0,3,1,0,0,0,32,163.0,81.0,2,3,0,100.0
David Jiménez,DF,real madrid,sevilla,0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
Thibaut Courtois,PT,real madrid,sevilla,1,90,0,0,0.0,0.0,0,0,0,28,85.7,0,0,0.0,100.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,18,75.0,36.0,0,0,0,0.0
Alexis Sánchez,DT,sevilla,real madrid,1,90,0,0,0.3,0.5,4,2,2,32,81.3,0,0,0.0,0.0,0.0,6,1,2,0,1,0,0,0,0,2,0,2,37,186.0,50.0,1,0,3,0.0
Isaac Romero,DT,sevilla,real madrid,1,69,0,0,0.8,0.0,4,2,2,16,75.0,0,0,0.0,0.0,0.0,4,0,1,0,1,1,0,1,1,0,0,0,17,129.0,71.0,3,1,2,33.3
Peque,MC,sevilla,real madrid,0,21,0,0,0.3,0.0,1,1,0,10,90.0,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,10,32.0,16.0,0,0,1,0.0
Djibril Sow,MC,sevilla,real madrid,1,90,0,0,0.0,0.0,1,1,0,42,92.9,1,0,0.0,0.0,0.0,2,2,1,0,0,2,1,1,1,2,1,1,40,136.0,62.0,2,0,1,0.0
Batista Mendy,MC,sevilla,real madrid,1,83,0,0,0.0,0.0,0,0,0,48,97.9,0,0,0.0,0.0,0.0,4,0,1,0,1,0,0,0,2,2,1,1,45,175.0,100.0,1,1,1,50.0
Alfon,MC,sevilla,real madrid,0,7,0,0,0.0,0.1,1,0,1,3,100.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,3,9.0,6.0,0,0,0,0.0
Lucien Agoume,MC,sevilla,real madrid,1,83,0,0,0.1,0.3,2,2,0,52,86.5,1,0,0.0,0.0,0.0,2,1,0,0,0,1,1,0,2,0,0,0,47,153.0,67.0,1,2,2,50.0
Adnan Januzaj,MC,sevilla,real madrid,0,7,0,0,0.0,0.0,0,0,0,5,80.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,8.0,2.0,0,0,0,0.0
Gabriel Suazo,DF,sevilla,real madrid,1,59,0,0,0.0,0.2,0,0,0,33,90.9,0,0,0.0,0.0,0.0,5,0,1,0,1,0,0,0,1,1,0,1,26,99.0,71.0,0,0,1,0.0
