player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Lucas Beltrán,DT,valencia,mallorca,1,86,0,0,0.5,0.0,4,3,1,18,77.8,0,0,0.0,0.0,0.0,3,0,0,0,0,1,0,1,1,2,1,0,20,100.0,43.0,2,1,2,33.3
Diego López,MC,valencia,mallorca,0,4,0,0,0.0,0.0,0,0,0,3,66.7,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,8.0,0.0,0,0,0,0.0
Hugo Duro,DT,valencia,mallorca,1,90,1,0,0.3,0.0,2,1,1,27,77.8,1,0,0.0,0.0,0.0,8,1,0,0,0,1,0,1,2,0,0,0,12,47.0,15.0,0,5,2,71.4
Domingos André Ribeiro Almeida,MC,valencia,mallorca,1,75,0,0,0.1,0.2,1,1,0,57,78.9,0,0,0.0,0.0,0.0,5,0,1,0,1,1,0,1,1,1,1,0,38,263.0,130.0,6,0,0,0.0
Arnaut Danjuma,MC,valencia,mallorca,0,15,0,0,0.0,0.2,1,1,0,10,60.0,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,1,0,0,7,89.0,45.0,1,0,0,0.0
José Luis García Vayá,MC,valencia,mallorca,1,90,0,0,0.0,0.2,0,0,0,106,84.0,0,0,0.0,0.0,0.0,5,2,2,0,1,3,1,2,0,0,0,0,60,301.0,141.0,1,4,0,100.0
Filip Ugrinic,MC,valencia,mallorca,1,71,0,0,0.0,0.0,2,2,0,68,89.7,1,0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,1,1,0,43,176.0,59.0,0,1,2,33.3
Javier Guerra,MC,valencia,mallorca,0,19,0,0,0.0,0.0,0,0,0,3,100.0,0,0,0.0,0.0,0.0,2,0,0,0,0,1,0,1,1,0,0,0,1,0.0,0.0,0,0,0,0.0
Luis Rioja,MC,valencia,mallorca,1,71,0,0,0.2,0.2,5,5,0,48,77.1,0,0,0.0,0.0,0.0,5,1,1,0,0,0,0,0,0,2,1,1,35,299.0,102.0,3,0,0,0.0
Largie Ramazani,MC,valencia,mallorca,0,19,0,0,0.0,0.0,0,0,0,5,60.0,0,0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,6,38.0,10.0,0,0,0,0.0
José Luis Gayà,DF,valencia,mallorca,1,90,0,0,0.1,0.0,2,2,0,66,97.0,0,0,0.0,0.0,0.0,3,1,2,0,2,0,0,0,2,2,1,0,34,232.0,102.0,4,0,0,0.0
Copete,DF,valencia,mallorca,1,90,0,0,0.0,0.0,0,0,0,76,92.1,0,0,0.0,0.0,0.0,3,3,2,0,0,1,0,1,1,0,0,0,47,234.0,154.0,0,3,0,100.0
César Tárrega,DF,valencia,mallorca,1,90,0,0,0.0,0.0,0,0,0,61,86.9,0,0,0.0,0.0,0.0,4,1,0,0,0,0,0,0,7,1,1,0,45,274.0,119.0,0,2,4,33.3
Thierry Correia,DF,valencia,mallorca,1,75,0,1,0.0,0.3,0,0,0,65,76.9,0,0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,1,3,2,1,35,138.0,62.0,1,0,3,0.0
Dimitri Foulquier,DF,valencia,mallorca,0,15,0,0,0.0,0.0,0,0,0,7,85.7,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,1,1,0,3,15.0,8.0,0,0,0,0.0
Julen Agirrezabala,PT,valencia,mallorca,1,90,0,0,0.0,0.0,0,0,0,21,90.5,0,0,1.0,50.0,0.2,5,0,0,0,0,0,0,0,2,0,0,0,14,88.0,45.0,0,0,0,0.0
