player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Karl Etta Eyong,DT,levante,athletic,1,90,0,0,0.2,0.7,2,1,1,14,35.7,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,0,2,1,1,15,83.0,25.0,1,2,2,50.0
Goduine Koyalipou,DT,levante,athletic,1,45,0,0,0.1,0.0,2,1,1,8,50.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,1,7,17.0,1.0,0,2,1,66.7
Iván Romero,DT,levante,athletic,0,45,0,0,0.7,0.0,2,2,0,10,70.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,2,2,0,11,54.0,16.0,0,2,1,66.7
Olasagasti,MC,levante,athletic,1,90,0,0,0.0,0.0,0,0,0,50,68.0,0,0,0.0,0.0,0.0,5,4,3,0,1,2,1,1,2,1,0,0,27,87.0,39.0,0,2,0,100.0
Oriol Rey,MC,levante,athletic,1,90,0,0,0.0,0.0,0,0,0,45,82.2,1,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,2,0,0,0,22,82.0,46.0,0,2,0,100.0
Kervin Arriaga,MC,levante,athletic,1,45,0,0,0.0,0.0,0,0,0,27,85.2,1,0,0.0,0.0,0.0,-1,1,3,0,2,0,0,0,1,1,0,1,20,115.0,44.0,0,1,2,33.3
Brugui,MC,levante,athletic,0,45,0,0,0.0,0.0,1,0,1,6,50.0,1,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,7,35.0,10.0,0,2,1,66.7
Carlos Álvarez,MC,levante,athletic,1,90,0,0,0.0,0.2,1,1,0,42,71.4,0,0,0.0,0.0,0.0,3,0,0,0,0,1,0,1,0,3,0,2,24,114.0,21.0,0,0,0,0.0
Manu Sánchez,DF,levante,athletic,1,90,0,0,0.0,0.0,0,0,0,42,81.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,2,4,0,4,30,197.0,82.0,4,0,0,0.0
Alan Matturro,DF,levante,athletic,1,57,0,0,0.0,0.0,0,0,0,37,73.0,0,0,0.0,0.0,0.0,0,3,3,0,0,1,1,0,3,0,0,0,27,129.0,30.0,0,0,0,0.0
Víctor García,DF,levante,athletic,0,33,0,0,0.1,0.2,1,0,1,24,83.3,0,0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,0,2,1,1,14,108.0,67.0,2,0,1,0.0
Unai Elgezabal,DF,levante,athletic,1,45,0,0,0.1,0.0,1,1,0,34,85.3,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,3,0,0,0,25,104.0,48.0,0,3,1,75.0
