Model,MAE,RMSE,Spearman,Best_Params
RF,3.2000591907704634,3.7899326858582136,0.06390670071570993,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 400}"
XGB,3.441910292152689,4.166249239434181,-0.06214469395279258,"{'colsample_bytree': 0.7, 'gamma': 0.25, 'learning_rate': 0.1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 300, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'subsample': 0.7}"
Ridge,3.201330251617613,3.775019001195657,0.08539224946218142,{'regresor__alpha': 500.0}
ElasticNet,3.188518291696265,3.760444421797743,0.11420426793341099,"{'regresor__alpha': 0.05, 'regresor__l1_ratio': 1.0, 'regresor__max_iter': 5000, 'regresor__tol': 0.001}"
