feature,importance
defensive_actions_total,0.22548557516531198
tackles_per_90,0.08381546513079087
clearances_ewma5,0.08175939315372965
def_actions_per_90,0.06398678395756258
clearances_ewma3,0.051159641049147025
is_home,0.04988458575656656
def_actions_ewma5,0.03491373014400905
fixture_difficulty_home,0.03385278916632256
fixture_difficulty_away,0.03385278916632207
score_defensivo,0.033560094725535373
elite_despejes_interact,0.02716368051651153
pf_roll5,0.024025857820882287
tackles_per_90_ewma5,0.02318872286187629
pf_ewma3,0.022841053352395654
starter_pct_roll5,0.02262479253085546
p_over25_ewma5,0.021099982021887054
def_actions_roll7,0.02020950881778372
minutes_pct_ewma5,0.01931446201282507
clearances_roll7,0.01929882989519325
starter_pct_ewma5,0.017099654747857598
aerial_won_ewma5,0.010319821549162302
tiene_rol_defensivo_core,0.009726425396663383
num_roles_criticos,0.008885629674308105
pf_lag1,0.006924776442214572
aerial_won_roll5,0.006692830225754157
cs_activity_alignment,0.006585009591506352
score_roles_normalizado,0.005884680784728555
tackles_clearances_ratio_roll5,0.005272809024591003
clearances_lag1,0.005016343500799522
minutes_pct_roll5,0.004536238552520764
pf_roll7,0.004307955083021158
minutes_pct_ewma3,0.004066968118446486
pf_ewma5,0.00372094212564992
minutes_pct_roll3,0.0033760170042597985
pf_lag2,0.0031682123420843115
consistency_5games,0.0014051678492430352
clearances_per_90,0.0005747871097243304
pf_roll3,0.00039799363195673116
