feature,importance
defensive_actions_total,0.16498890011919143
fixture_difficulty_home,0.06336399165219861
fixture_difficulty_away,0.06185544401379109
def_actions_per_90,0.06075699723693478
clearances_per_90,0.06017961295690638
p_over25_ewma5,0.05319458613509118
cs_activity_alignment,0.03773714390867239
consistency_5games,0.029300802247803986
tackles_per_90_ewma5,0.027856896465839314
aerial_won_ewma5,0.026833552233615734
def_actions_ewma5,0.02642569215181623
tackles_clearances_ratio_roll5,0.026326317926070805
is_home,0.023780327715453485
clearances_ewma3,0.02306551186521985
tackles_per_90,0.021611825822503268
pf_ewma3,0.021382444670498865
clearances_ewma5,0.020066303263782958
starter_pct_ewma5,0.01861036102642682
def_actions_roll7,0.01825426514652432
pf_roll7,0.018122434256014192
score_roles_normalizado,0.0178466155610213
pf_lag2,0.016339022914747394
pf_ewma5,0.015845745106972217
clearances_roll7,0.015455662479268058
pf_roll3,0.015127970915724454
pf_roll5,0.014802878387325918
minutes_pct_roll5,0.01477461500098981
minutes_pct_ewma5,0.014656955583881116
minutes_pct_ewma3,0.014349507601947205
pf_lag1,0.014124140256549367
aerial_won_roll5,0.012471115348219198
minutes_pct_roll3,0.010706499133885033
clearances_lag1,0.008742366955610247
score_defensivo,0.0033761411244001044
num_roles_criticos,0.0032347985163149735
elite_despejes_interact,0.002434834721231952
starter_pct_roll5,0.001694220511299769
tiene_rol_defensivo_core,0.0003034990662562394
