player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Mikel Oyarzabal,DT,real sociedad,athletic,1,90,0,0,0.1,0.0,2,2,0,18,50.0,0,0,0.0,0.0,0.0,3,1,2,0,1,0,0,0,0,1,1,0,11,48.0,5.0,1,2,1,66.7
Sergio Gómez,MC,real sociedad,athletic,1,61,0,0,0.3,0.2,1,1,0,19,47.4,0,0,0.0,0.0,0.0,7,3,1,0,0,0,0,0,1,0,0,0,8,33.0,21.0,1,4,0,100.0
Ander Barrenetxea,MC,real sociedad,athletic,0,29,0,0,0.1,0.0,1,1,0,9,66.7,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,1,4,0,3,6,29.0,9.0,0,0,1,0.0
Pablo Marín,MC,real sociedad,athletic,1,90,0,0,0.0,0.1,1,1,0,39,76.9,1,0,0.0,0.0,0.0,4,1,1,0,1,2,0,2,0,2,1,1,28,119.0,59.0,2,1,3,25.0
Brais Méndez,MC,real sociedad,athletic,1,61,0,0,0.2,0.0,2,1,1,18,72.2,0,0,0.0,0.0,0.0,6,2,0,0,0,1,0,1,0,3,1,2,19,62.0,8.0,0,0,2,0.0
Luka Sučić,MC,real sociedad,athletic,0,29,0,0,0.1,0.0,2,1,1,11,36.4,0,0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,0,0,0,0,8,20.0,13.0,0,1,2,33.3
Takefusa Kubo,MC,real sociedad,athletic,1,81,0,0,0.1,0.0,2,1,1,30,70.0,0,0,0.0,0.0,0.0,8,2,3,0,2,1,0,1,1,3,2,1,26,181.0,69.0,2,0,0,0.0
Sheraldo Becker,MC,real sociedad,athletic,0,9,0,0,0.0,0.0,0,0,0,2,100.0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,1,0,1,1,12.0,0.0,0,0,0,0.0
Martín Zubimendi,MC,real sociedad,athletic,1,90,0,0,0.0,0.0,0,0,0,47,74.5,0,0,0.0,0.0,0.0,6,4,2,0,2,1,1,0,1,0,0,0,31,122.0,51.0,0,3,1,75.0
Aihen Muñoz,DF,real sociedad,athletic,1,90,0,0,0.0,0.0,0,0,0,52,73.1,0,0,0.0,0.0,0.0,7,2,3,0,2,0,0,0,3,0,0,0,29,103.0,68.0,1,3,1,75.0
Nayef Aguerd,DF,real sociedad,athletic,1,90,0,0,0.0,0.0,0,0,0,94,86.2,0,0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,3,0,0,0,71,377.0,225.0,0,1,2,33.3
Jon Martin,DF,real sociedad,athletic,1,90,0,0,0.1,0.0,1,1,0,97,87.6,0,0,0.0,0.0,0.0,8,1,0,0,0,1,0,1,4,0,0,0,72,302.0,176.0,0,8,0,100.0
Hamari Traoré,DF,real sociedad,athletic,1,73,0,0,0.0,0.0,0,0,0,53,77.4,0,0,0.0,0.0,0.0,8,4,3,0,0,0,0,0,2,5,3,2,31,87.0,33.0,1,3,1,75.0
Jon Aramburu,DF,real sociedad,athletic,0,17,0,0,0.0,0.2,0,0,0,9,77.8,0,0,0.0,0.0,0.0,2,0,2,0,2,1,0,1,0,0,0,0,6,15.0,6.0,0,1,0,100.0
Álex Remiro,PT,real sociedad,athletic,1,90,0,0,0.0,0.0,0,0,0,61,88.5,0,0,0.0,100.0,0.0,13,0,0,0,0,0,0,0,2,0,0,0,43,230.0,125.0,0,0,0,0.0
Gorka Guruzeta,DT,athletic,real sociedad,1,61,0,0,0.2,0.0,1,1,0,12,66.7,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,2,1,1,0,13,59.0,26.0,1,1,3,25.0
