player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,local
Cucho,DT,betis,real sociedad,1,72,0,0,0.1,0.0,2,1,1,18,66.7,0,0,0.0,0.0,0.0,6,1,1,0,0,0,0,0,0,3,2,1,11,74.0,18.0,1,6,6,50.0,24_25,24,1
Cédric Bakambu,DT,betis,real sociedad,0,18,0,0,0.1,0.0,2,1,1,3,100.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,1,3,25.0,20.0,1,0,0,0.0,24_25,24,1
Jesus Rodríguez,DT,betis,real sociedad,1,73,0,0,0.3,0.0,4,4,0,34,88.2,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,2,0,10,3,4,35,307.0,177.0,6,0,0,0.0,24_25,24,1
Ezequiel Ávila,DT,betis,real sociedad,0,17,0,0,0.0,0.0,0,0,0,11,72.7,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,1,10,82.0,28.0,0,1,0,100.0,24_25,24,1
Antony,DT,betis,real sociedad,1,90,1,1,0.1,0.2,4,3,1,68,83.8,0,0,0.0,0.0,0.0,16,0,0,0,0,1,0,1,2,2,1,1,55,264.0,162.0,4,0,1,0.0,24_25,24,1
Isco,MC,betis,real sociedad,1,81,0,0,0.2,0.2,6,5,1,78,88.5,0,0,0.0,0.0,0.0,10,3,3,0,1,1,0,1,1,2,1,1,57,267.0,116.0,1,0,0,0.0,24_25,24,1
Vitor Roque,MC,betis,real sociedad,0,9,0,0,0.0,0.0,0,0,0,6,83.3,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4,32.0,12.0,1,0,1,0.0,24_25,24,1
Johnny Cardoso,MC,betis,real sociedad,1,90,0,0,0.2,0.1,2,1,1,62,93.5,0,0,0.0,0.0,0.0,8,1,1,0,0,2,0,2,2,1,1,0,37,179.0,107.0,2,3,2,60.0,24_25,24,1
Giovani Lo Celso,MC,betis,real sociedad,1,45,0,0,0.8,0.1,0,0,0,32,84.4,0,0,0.0,0.0,0.0,0,3,3,0,1,2,0,2,0,0,0,0,18,71.0,45.0,0,0,1,0.0,24_25,24,1
Marc Roca,MC,betis,real sociedad,0,45,2,0,0.5,0.0,2,0,2,39,92.3,0,0,0.0,0.0,0.0,16,2,0,0,0,1,0,1,1,0,0,0,29,116.0,61.0,1,0,0,0.0,24_25,24,1
