player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,fecha_partido,local,roles
Umar Sadiq,DT,real sociedad,getafe,1,57,0,0,0.0,0.0,0,0,0,11,63.6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,8,26.0,1.0,0,1,5,16.7,23_24,6,24/09/2023,1,[]
Mikel Oyarzabal,DT,real sociedad,getafe,0,33,2,0,1.2,0.0,1,0,1,9,55.6,0,0,0.0,0.0,0.0,13,0,1,0,1,0,0,0,1,0,0,0,6,19.0,4.0,0,1,1,50.0,23_24,6,24/09/2023,1,"[{'penaltis_marcados': [6, 4.0]}, {'rojas': [8, 1.0]}]"
Brais Méndez,DT,real sociedad,getafe,1,90,1,1,0.2,0.2,3,2,1,35,80.0,1,0,0.0,0.0,0.0,17,1,0,0,0,1,0,1,0,2,1,1,21,122.0,56.0,3,1,4,20.0,23_24,6,24/09/2023,1,[]
Ander Barrenetxea,MC,real sociedad,getafe,1,68,0,0,0.0,0.0,1,0,1,19,68.4,0,0,0.0,0.0,0.0,0,1,3,0,3,1,0,1,0,6,1,3,23,154.0,62.0,3,0,1,0.0,23_24,6,24/09/2023,1,"[{'regates_exitosos': [7, 32.0]}]"
Mohamed Ali Cho,MC,real sociedad,getafe,0,22,0,0,0.0,0.0,0,0,0,9,77.8,0,0,0.0,0.0,0.0,2,1,1,0,1,0,0,0,0,2,1,1,8,62.0,34.0,2,0,0,0.0,23_24,6,24/09/2023,1,[]
Beñat Turrientes,MC,real sociedad,getafe,1,57,0,0,0.4,0.0,2,1,1,21,81.0,0,0,0.0,0.0,0.0,3,1,0,0,0,0,0,0,1,4,3,1,10,109.0,72.0,2,0,3,0.0,23_24,6,24/09/2023,1,[]
Mikel Merino,MC,real sociedad,getafe,0,33,0,1,0.0,0.4,0,0,0,22,81.8,0,0,0.0,0.0,0.0,7,1,1,0,1,0,0,0,0,0,0,0,16,72.0,32.0,0,3,2,60.0,23_24,6,24/09/2023,1,"[{'entradas': [7, 77.0]}, {'faltas_cometidas': [4, 70.0]}]"
Urko González,MC,real sociedad,getafe,1,57,0,0,0.0,0.0,0,0,0,26,76.9,0,0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,3,1,0,1,10,44.0,32.0,0,2,1,66.7,23_24,6,24/09/2023,1,[]
Martín Zubimendi,MC,real sociedad,getafe,0,33,0,0,0.0,0.0,0,0,0,28,89.3,0,0,0.0,0.0,0.0,2,0,1,0,1,1,0,1,1,0,0,0,17,90.0,51.0,2,0,1,0.0,23_24,6,24/09/2023,1,[]
Takefusa Kubo,MC,real sociedad,getafe,1,90,1,0,0.1,0.0,1,0,1,27,66.7,0,0,0.0,0.0,0.0,9,0,1,0,1,0,0,0,2,4,2,1,20,218.0,105.0,3,1,1,50.0,23_24,6,24/09/2023,1,"[{'pases_clave': [6, 58.0]}]"
Aihen Muñoz,DF,real sociedad,getafe,1,90,0,0,0.0,0.0,0,0,0,72,75.0,1,0,0.0,0.0,0.0,0,1,1,0,0,2,0,2,3,2,1,0,32,185.0,111.0,2,5,2,71.4,23_24,6,24/09/2023,1,[]
Robin Le Normand,DF,real sociedad,getafe,1,90,0,0,0.0,0.0,0,0,0,80,83.8,0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,2,0,0,0,53,456.0,368.0,3,2,2,50.0,23_24,6,24/09/2023,1,"[{'amarillas': [4, 13.0]}]"
Igor Zubeldia,DF,real sociedad,getafe,1,82,0,0,0.1,0.4,1,1,0,60,86.7,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,3,1,1,0,36,312.0,245.0,1,4,3,57.1,23_24,6,24/09/2023,1,"[{'amarillas': [7, 11.0]}, {'rojas': [10, 1.0]}]"
Jon Pacheco,DF,real sociedad,getafe,0,8,0,0,0.0,0.0,0,0,0,15,93.3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,5,21.0,11.0,0,1,2,33.3,23_24,6,24/09/2023,1,[]
Hamari Traoré,DF,real sociedad,getafe,1,90,0,0,0.0,0.0,0,0,0,47,76.6,0,0,0.0,0.0,0.0,-1,2,2,0,1,1,0,1,0,2,0,2,22,115.0,39.0,1,2,4,33.3,23_24,6,24/09/2023,1,[]
Álex Remiro,PT,real sociedad,getafe,1,90,0,0,0.0,0.0,0,0,0,47,83.0,1,0,3.0,71.4,2.9,4,0,0,0,0,0,0,0,0,0,0,0,33,223.0,101.0,0,0,0,0.0,23_24,6,24/09/2023,1,"[{'minutos': [8, 3275.0]}, {'rojas': [10, 1.0]}, {'porterias_cero': [2, 15.0]}, {'save_pct': [3, 76.2]}]"
Borja Mayoral,DT,getafe,real sociedad,1,45,1,0,0.8,0.0,1,0,1,12,75.0,0,0,0.0,0.0,0.0,10,0,1,0,1,0,0,0,0,2,1,0,8,29.0,9.0,0,2,0,100.0,23_24,6,24/09/2023,0,"[{'goles': [8, 15.0]}, {'goles_90': [6, 0.63]}, {'penaltis_marcados': [3, 4.0]}, {'goles_por_tiro': [7, 0.26]}]"
Juanmi Latasa,DT,getafe,real sociedad,0,45,1,0,0.1,0.1,2,1,1,10,50.0,0,0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,0,7,5,58.3,23_24,6,24/09/2023,0,"[{'rojas': [10, 1.0]}, {'faltas_cometidas': [5, 66.0]}]"
Jaime Mata,DT,getafe,real sociedad,1,77,0,0,0.0,0.0,0,0,0,20,70.0,0,0,0.0,0.0,0.0,2,1,2,0,1,1,0,1,1,1,0,1,12,41.0,17.0,3,2,2,50.0,23_24,6,24/09/2023,0,"[{'rojas': [10, 1.0]}, {'faltas_cometidas': [8, 63.0]}]"
Óscar Rodríguez Arnaiz,DT,getafe,real sociedad,0,13,0,0,0.0,0.0,0,0,0,4,50.0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,1,1,0,3,13.0,12.0,0,0,2,0.0,23_24,6,24/09/2023,0,"[{'rojas': [8, 1.0]}]"
Carmona,DT,getafe,real sociedad,1,67,0,0,0.0,0.0,0,0,0,19,57.9,0,0,0.0,0.0,0.0,1,2,2,0,1,0,0,0,0,3,1,1,17,81.0,36.0,1,1,5,16.7,23_24,6,24/09/2023,0,"[{'entradas': [7, 83.0]}, {'intercepciones': [1, 68.0]}, {'amarillas': [6, 11.0]}]"
Mauro Arambarri,MC,getafe,real sociedad,0,23,0,0,0.0,0.0,0,0,0,10,70.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,5,40.0,4.0,0,1,2,33.3,23_24,6,24/09/2023,0,"[{'penaltis_marcados': [10, 3.0]}]"
Carles Aleñá,MC,getafe,real sociedad,1,77,1,0,0.3,0.1,1,0,1,29,75.9,0,0,0.0,0.0,0.0,8,3,2,0,1,1,0,1,0,3,1,1,17,59.0,11.0,0,1,0,100.0,23_24,6,24/09/2023,0,[]
