player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,local
Roberto Férnandez,DT,espanyol,villarreal,1,90,0,0,0.1,0.0,2,2,0,9,88.9,0,0,0.0,0.0,0.0,3,0,1,0,1,1,0,1,0,3,0,3,9,27.0,6.0,0,1,4,20.0,25_26,12,1
Edu Expósito,DT,espanyol,villarreal,1,70,0,0,0.0,0.1,1,1,0,47,57.4,0,0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,35,170.0,105.0,5,0,1,0.0,25_26,12,1
Jofre,MC,espanyol,villarreal,0,20,0,0,0.0,0.1,0,0,0,15,53.3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,1,11,95.0,48.0,3,1,0,100.0,25_26,12,1
Pere Milla,MC,espanyol,villarreal,1,70,0,0,0.1,0.0,2,2,0,20,70.0,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,1,0,1,15,70.0,39.0,1,1,0,100.0,25_26,12,1
Charles Pickel,MC,espanyol,villarreal,0,20,0,0,0.0,0.0,1,1,0,21,81.0,0,0,0.0,0.0,0.0,2,1,2,0,1,1,0,1,0,0,0,0,12,48.0,20.0,0,1,0,100.0,25_26,12,1
Pol Lozano,MC,espanyol,villarreal,1,59,0,0,0.0,0.0,0,0,0,38,94.7,0,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,29,134.0,36.0,0,0,1,0.0,25_26,12,1
Kiké,DT,espanyol,villarreal,0,31,0,0,0.1,0.0,2,1,1,5,40.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,1,0,4,6.0,4.0,0,1,1,50.0,25_26,12,1
Urko González,MC,espanyol,villarreal,1,81,0,0,0.0,0.0,0,0,0,52,90.4,0,0,0.0,0.0,0.0,1,2,3,0,3,0,0,0,2,0,0,0,30,105.0,48.0,0,0,1,0.0,25_26,12,1
Miguel Ángel Rubio,DF,espanyol,villarreal,0,9,0,0,0.0,0.0,0,0,0,7,71.4,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,4,0,0,0,4,13.0,7.0,0,2,0,100.0,25_26,12,1
Tyrhys Dolan,MC,espanyol,villarreal,1,90,0,0,0.1,0.1,4,2,2,43,62.8,0,0,0.0,0.0,0.0,5,5,3,0,0,0,0,0,0,8,4,3,36,279.0,154.0,6,0,0,0.0,25_26,12,1
