player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,fecha_partido,local,roles,rank_porterias_cero,rank_save_pct,score_porterias_cero,score_save_pct,posicion_equipo,pj,pg,pe,pp,gf,gc,dg,pts,racha5partidos,posicion_rival,pj_rival,pg_rival,pe_rival,pp_rival,gf_rival,gc_rival,dg_rival,pts_rival,racha5partidos_rival,Date,home,away,p_home,p_draw,p_away,p_over25,ah_line,HS,AS,HST,AST,p_win_propio,p_loss_propio,p_draw_match,p_over25_match,ah_line_match,shots_propio,shots_rival,shots_on_target_propio,shots_on_target_rival,target_pf_next,pf_last3_mean,min_last3_mean,goles_last3_sum,xg_team,xg_rival,gf_last5_mean_team,gc_last5_mean_team,goal_diff_last5_team,xg_last5_mean_team,xg_contra_last5_mean_team,gf_last5_mean_rival,gc_last5_mean_rival,goal_diff_last5_rival,xg_last5_mean_rival,xg_contra_last5_mean_rival,pts_diff,gf_diff,gc_diff,is_top4_propio,is_top4_rival,is_bottom3_propio,is_bottom3_rival,pf_last5_std,gc_last5_std,psxg_last5_std,min_last5_sum,psxg_last5_sum,gc_last5_sum,psxg_per90_last5,gc_per90_last5,ataque_top_rival,defensa_floja_propia,ataque_top_y_defensa_floja
Filip Jørgensen,PT,villarreal,las palmas,1,90,0,0,0.0,0.0,0,0,0,21,90.5,0,0,3.0,0.0,1.4,0,0,0,0,0,0,0,0,1,0,0,0,9,41.0,34.0,0,0,0,0.0,23_24,20,,0,"[{'paradas': [1, 143.0]}]",,,,,15,20,5,4,11,27,41,-14,19,LLWLL,9,20,8,4,8,19,17,2,28,WDLLW,2023-10-08,villarreal,las palmas,0.5937855661745217,0.23067928470089336,0.1755351491245849,0.5416666666666667,-1.0,9.0,8.0,4.0,5.0,0.1755351491245849,0.5937855661745217,0.23067928470089336,0.5416666666666667,-1.0,8.0,9.0,5.0,4.0,4.0,3.0,90.0,0.0,0.0,0.0,24.0,32.2,-8.200000000000003,0.0,0.0,14.6,14.4,0.1999999999999993,0.0,0.0,-9,8,24,0,0,0,0,2.0736441353327724,1.140175425099138,1.0425929215182697,450.0,12.399999999999999,13.0,2.4799999999999995,2.6,1,0,0
Filip Jørgensen,PT,villarreal,mallorca,1,90,0,0,0.0,0.0,0,0,0,22,72.7,0,0,1.0,50.0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,14,78.0,58.0,0,0,0,0.0,23_24,21,,1,"[{'paradas': [1, 143.0]}]",,,,,15,21,5,5,11,28,42,-14,20,LWLLD,14,21,3,11,7,19,25,-6,20,DWLDD,2024-01-20,villarreal,mallorca,0.4581382130218743,0.2751462256367003,0.2667155613414254,0.4647519582245431,-0.25,18.0,8.0,5.0,2.0,0.4581382130218743,0.2667155613414254,0.2751462256367003,0.4647519582245431,-0.25,18.0,8.0,5.0,2.0,5.0,2.3333333333333335,90.0,0.0,0.0,0.0,25.0,35.2,-10.200000000000003,0.0,0.0,16.0,21.8,-5.800000000000001,0.0,0.0,0,9,17,0,0,0,0,1.4832396974191335,0.7071067811865476,0.9833615815151621,450.0,12.6,15.0,2.52,3.0,1,1,1
Filip Jørgensen,PT,villarreal,barcelona,1,90,0,0,0.0,0.0,0,0,0,35,51.4,0,0,3.0,66.7,1.3,5,0,0,0,0,0,0,0,1,0,0,0,23,164.0,97.0,0,1,0,100.0,23_24,22,,0,"[{'paradas': [1, 143.0]}]",,,,,14,22,6,5,11,33,45,-12,23,WLLDW,4,22,14,5,3,44,29,15,47,WWWWL,2023-08-27,villarreal,barcelona,0.2714745884037223,0.25973514674302073,0.46879026485325703,0.5703324808184143,0.5,13.0,21.0,6.0,11.0,0.46879026485325703,0.2714745884037223,0.25973514674302073,0.5703324808184143,0.5,21.0,13.0,11.0,6.0,11.0,2.6666666666666665,90.0,0.0,0.0,0.0,27.2,39.6,-12.400000000000002,0.0,0.0,35.8,21.6,14.199999999999996,0.0,0.0,-24,-11,16,0,1,0,0,1.6733200530681518,1.140175425099138,1.317952958189328,450.0,10.399999999999999,13.0,2.0799999999999996,2.6,1,1,1
Filip Jørgensen,PT,villarreal,cadiz,1,90,0,0,0.0,0.0,0,0,0,20,95.0,0,0,0.0,100.0,0.6,11,0,0,0,0,0,0,0,0,1,1,0,15,104.0,59.0,0,0,0,0.0,23_24,23,,1,"[{'paradas': [1, 143.0]}]",,,,,14,23,6,6,11,33,45,-12,24,LLDWD,18,23,2,11,10,15,31,-16,17,LLLDD,2024-02-04,villarreal,cadiz,0.5800789025029719,0.23691341315096623,0.18300768434606188,0.5156249999999999,-0.75,19.0,8.0,4.0,2.0,0.5800789025029719,0.18300768434606188,0.23691341315096623,0.5156249999999999,-0.75,19.0,8.0,4.0,2.0,5.0,3.0,90.0,0.0,0.0,0.0,28.6,41.6,-13.0,0.0,0.0,14.6,28.4,-13.799999999999999,0.0,0.0,7,18,14,0,0,0,1,1.9235384061671348,0.894427190999916,1.3179529581893277,450.0,9.1,12.0,1.82,2.4,1,1,1
Filip Jørgensen,PT,villarreal,alaves,1,90,0,0,0.0,0.0,0,0,0,22,77.3,0,0,1.0,75.0,1.6,5,0,0,0,0,0,0,0,0,0,0,0,9,46.0,11.0,0,1,0,100.0,23_24,24,,0,"[{'paradas': [1, 143.0]}]",,,,,13,24,6,7,11,34,46,-12,25,LDWDD,12,24,7,6,11,24,31,-7,27,WWWLD,2023-10-22,villarreal,alaves,0.5561299228535732,0.24989734195757962,0.1939727351888471,0.49347258485639683,-0.75,12.0,16.0,3.0,7.0,0.1939727351888471,0.5561299228535732,0.24989734195757962,0.49347258485639683,-0.75,16.0,12.0,7.0,3.0,3.0,6.666666666666667,90.0,0.0,0.0,0.0,29.8,43.0,-13.2,0.0,0.0,19.4,27.2,-7.800000000000001,0.0,0.0,-2,10,15,0,0,0,0,3.96232255123179,1.4142135623730951,1.4223220451079284,450.0,7.8,10.0,1.56,2.0,1,1,1
Filip Jørgensen,PT,villarreal,getafe,1,90,0,0,0.0,0.0,0,0,0,45,73.3,0,0,1.0,0.0,0.4,3,0,0,0,0,0,0,0,0,0,0,0,20,139.0,84.0,0,1,0,100.0,23_24,25,,1,"[{'paradas': [1, 143.0]}]",,,,,13,25,6,8,11,35,47,-12,26,DWDDD,10,25,8,10,7,33,34,-1,34,LWDWD,2024-02-16,villarreal,getafe,0.47921819132548504,0.26922370299184556,0.25155810568266934,0.4921875,-0.5,20.0,11.0,7.0,2.0,0.47921819132548504,0.25155810568266934,0.26922370299184556,0.4921875,-0.5,20.0,11.0,7.0,2.0,7.0,7.0,90.0,0.0,0.0,0.0,31.2,44.0,-12.8,0.0,0.0,27.8,30.2,-2.3999999999999986,0.0,0.0,-8,2,13,0,0,0,0,3.937003937005905,1.3416407864998738,0.4969909455915662,450.0,5.4,8.0,1.08,1.6,1,1,1
Filip Jørgensen,PT,villarreal,real sociedad,1,90,0,0,0.0,0.0,0,0,0,36,61.1,1,0,1.0,85.7,1.7,7,0,0,0,0,0,0,0,0,0,0,0,19,120.0,63.0,0,1,0,100.0,23_24,26,,0,"[{'paradas': [1, 143.0]}]",,,,,13,26,7,8,11,38,48,-10,29,WDDDW,7,26,10,10,6,35,26,9,40,DDLWL,2023-12-09,villarreal,real sociedad,0.28013387876534024,0.2721755299367795,0.44769059129788025,0.4921465968586388,0.25,20.0,16.0,4.0,5.0,0.44769059129788025,0.28013387876534024,0.2721755299367795,0.4921465968586388,0.25,16.0,20.0,5.0,4.0,-1.0,6.333333333333333,90.0,0.0,0.0,0.0,32.6,45.0,-12.399999999999999,0.0,0.0,32.4,21.6,10.799999999999997,0.0,0.0,-11,3,22,0,0,0,0,3.130495168499705,1.0954451150103321,0.535723809439154,450.0,4.3999999999999995,6.0,0.8799999999999999,1.2,1,1,1
Filip Jørgensen,PT,villarreal,betis,1,90,0,0,0.0,0.0,0,0,0,33,66.7,1,0,2.0,50.0,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,20,106.0,75.0,0,0,0,0.0,23_24,28,,0,"[{'paradas': [1, 143.0]}]",,,,,11,28,9,8,11,46,51,-5,35,DDWWW,8,28,10,12,6,34,31,3,42,WDWLL,2023-08-13,villarreal,betis,0.5397660763950668,0.2431007519641904,0.21713317164074278,0.5555555555555556,-0.75,18.0,12.0,5.0,5.0,0.21713317164074278,0.5397660763950668,0.2431007519641904,0.5555555555555556,-0.75,12.0,18.0,5.0,5.0,16.0,5.0,90.0,0.0,0.0,0.0,36.6,47.0,-10.399999999999999,0.0,0.0,29.0,25.8,3.1999999999999993,0.0,0.0,-7,12,20,0,0,0,0,3.0331501776206196,1.0954451150103321,0.5890670590009248,450.0,5.6,6.0,1.1199999999999999,1.2,1,1,1
Filip Jørgensen,PT,villarreal,valencia,1,90,0,0,0.0,0.0,0,0,0,40,85.0,0,0,0.0,100.0,0.8,16,0,0,0,0,0,0,0,0,0,0,0,27,198.0,92.0,0,0,0,0.0,23_24,29,,1,"[{'paradas': [1, 143.0]}]",,,,,9,29,10,8,11,47,51,-4,38,DWWWW,7,29,12,7,10,33,32,1,43,DWDWL,2024-03-17,villarreal,valencia,0.4552025898387263,0.27627902851483394,0.2685183816464397,0.4830287206266319,-0.25,13.0,14.0,7.0,7.0,0.4552025898387263,0.2685183816464397,0.27627902851483394,0.4830287206266319,-0.25,13.0,14.0,7.0,7.0,6.0,3.0,90.0,0.0,0.0,0.0,39.2,48.2,-9.0,0.0,0.0,30.6,29.8,0.8000000000000007,0.0,0.0,-5,14,19,0,0,0,0,4.47213595499958,0.7071067811865476,0.6107372593840981,450.0,5.800000000000001,5.0,1.1600000000000001,1.0,1,1,1
Filip Jørgensen,PT,villarreal,atletico madrid,1,90,0,0,0.0,0.0,0,0,0,30,86.7,0,0,2.0,75.0,1.9,6,0,0,0,0,0,0,0,0,0,0,0,16,106.0,64.0,0,0,0,0.0,23_24,30,,1,"[{'paradas': [1, 143.0]}]",,,,,10,30,10,8,12,48,53,-5,38,WWWWL,4,30,18,4,8,56,35,21,58,DWLLW,2024-04-01,villarreal,atletico madrid,0.3194672574227004,0.25832931867064723,0.4222034239066525,0.5974683544303797,0.25,11.0,14.0,2.0,8.0,0.3194672574227004,0.4222034239066525,0.25832931867064723,0.5974683544303797,0.25,11.0,14.0,2.0,8.0,7.0,7.333333333333333,90.0,0.0,0.0,0.0,41.8,49.2,-7.400000000000006,0.0,0.0,52.8,29.6,23.199999999999996,0.0,0.0,-20,-8,18,0,1,0,0,6.324555320336758,0.7071067811865476,0.5700877125495682,450.0,6.0,5.0,1.2,1.0,1,1,1
Filip Jørgensen,PT,villarreal,athletic,1,90,0,0,0.0,0.0,0,0,0,39,76.9,0,0,1.0,83.3,2.0,7,0,0,0,0,0,0,0,0,0,0,0,25,118.0,78.0,0,0,0,0.0,23_24,31,,0,"[{'paradas': [1, 143.0]}]",,,,,9,31,10,9,12,49,54,-5,39,WWWLD,5,31,16,9,6,51,29,22,57,DWWLD,2023-11-05,villarreal,athletic,0.3230898661567878,0.26894072657743784,0.4079694072657744,0.5223097112860893,0.25,17.0,17.0,6.0,7.0,0.4079694072657744,0.3230898661567878,0.26894072657743784,0.5223097112860893,0.25,17.0,17.0,7.0,6.0,7.0,7.0,90.0,0.0,0.0,0.0,44.4,50.4,-6.0,0.0,0.0,48.0,26.4,21.6,0.0,0.0,-18,-2,25,0,0,0,0,6.300793600809345,0.8366600265340756,0.6348228099241544,450.0,6.3,6.0,1.26,1.2,1,1,1
Filip Jørgensen,PT,villarreal,almeria,1,90,0,0,0.0,0.0,0,0,0,45,88.9,1,0,1.0,80.0,1.2,7,0,0,0,0,0,0,0,1,0,0,0,24,90.0,45.0,0,0,0,0.0,23_24,32,,0,"[{'paradas': [1, 143.0]}]",,,,,9,32,11,9,12,51,55,-4,42,WWLDW,20,32,1,11,20,31,64,-33,14,DWLDL,2023-09-17,villarreal,almeria,0.6480978260869564,0.20108695652173914,0.15081521739130432,0.6084788029925187,-1.25,10.0,17.0,4.0,7.0,0.15081521739130432,0.6480978260869564,0.20108695652173914,0.6084788029925187,-1.25,17.0,10.0,7.0,4.0,14.0,9.666666666666666,90.0,0.0,0.0,0.0,46.6,51.6,-5.0,0.0,0.0,27.6,58.2,-30.6,0.0,0.0,28,20,-9,0,0,0,1,6.041522986797285,0.8366600265340756,0.4764451699828631,450.0,7.8999999999999995,6.0,1.58,1.2,1,1,1
Filip Jørgensen,PT,villarreal,rayo vallecano,1,90,0,0,0.0,0.0,0,0,0,50,88.0,0,0,0.0,100.0,0.4,14,0,0,0,0,0,0,0,0,0,0,0,27,117.0,48.0,0,0,0,0.0,23_24,33,,1,"[{'paradas': [1, 143.0]}]",,,,,9,33,12,9,12,54,55,-1,45,WLDWW,15,33,7,13,13,27,42,-15,34,WDDWL,2024-04-28,villarreal,rayo vallecano,0.5532705035241016,0.24479743506309354,0.20193206141280495,0.5300261096605744,-0.75,15.0,20.0,7.0,4.0,0.5532705035241016,0.20193206141280495,0.24479743506309354,0.5300261096605744,-0.75,15.0,20.0,7.0,4.0,3.0,6.666666666666667,90.0,0.0,0.0,0.0,48.2,52.8,-4.599999999999994,0.0,0.0,25.0,38.2,-13.200000000000003,0.0,0.0,11,27,13,0,0,0,0,6.041522986797285,0.8366600265340756,0.49699094559156637,450.0,7.3999999999999995,6.0,1.48,1.2,1,1,1
Filip Jørgensen,PT,villarreal,celta,1,90,0,0,0.0,0.0,0,0,0,45,82.2,0,0,3.0,71.4,2.5,3,0,0,0,0,0,0,0,0,0,0,0,28,115.0,54.0,0,0,0,0.0,23_24,34,,0,"[{'paradas': [1, 143.0]}]",,,,,9,34,12,9,13,56,58,-2,45,LDWWL,15,34,8,10,16,40,52,-12,34,DLWLW,2023-12-20,villarreal,celta,0.39781139612875144,0.2715936160539068,0.33059498781734176,0.5182291666666667,-0.25,12.0,15.0,8.0,5.0,0.33059498781734176,0.39781139612875144,0.2715936160539068,0.5182291666666667,-0.25,15.0,12.0,5.0,8.0,3.0,9.333333333333334,90.0,0.0,0.0,0.0,49.8,53.6,-3.8000000000000043,0.0,0.0,34.2,46.2,-12.0,0.0,0.0,11,16,6,0,0,0,0,4.63680924774785,0.8366600265340756,0.6913754406977436,450.0,6.3,4.0,1.26,0.8,1,1,1
Filip Jørgensen,PT,villarreal,sevilla,1,90,0,0,0.0,0.0,0,0,0,20,100.0,0,0,2.0,75.0,2.2,3,0,0,0,0,0,0,0,0,0,0,0,13,60.0,38.0,0,0,0,0.0,23_24,35,,1,"[{'paradas': [1, 143.0]}]",,,,,8,35,13,9,13,59,60,-1,48,DWWLW,12,35,10,11,14,47,49,-2,41,WWDWL,2024-05-11,villarreal,sevilla,0.5117428430601995,0.242883024498115,0.24537413244168546,0.6015037593984962,-0.5,25.0,8.0,7.0,4.0,0.5117428430601995,0.24537413244168546,0.242883024498115,0.6015037593984962,-0.5,25.0,8.0,7.0,4.0,14.0,8.0,90.0,0.0,0.0,0.0,51.6,55.0,-3.3999999999999986,0.0,0.0,40.8,45.0,-4.200000000000003,0.0,0.0,7,12,11,0,0,0,0,4.037325847637269,1.140175425099138,0.815475321515004,450.0,8.0,7.0,1.6,1.4,1,1,1
Filip Jørgensen,PT,villarreal,girona,1,90,0,0,0.0,0.0,0,0,0,38,86.8,0,0,0.0,100.0,0.5,14,0,0,0,0,0,0,0,0,0,0,0,27,132.0,85.0,0,0,0,0.0,23_24,36,,0,"[{'paradas': [1, 143.0]}]",,,,,8,36,14,9,13,60,60,0,51,WWLWW,3,36,23,6,7,75,45,30,75,WWWDL,2023-09-27,villarreal,girona,0.43028645067938776,0.2621690669439985,0.30754448237661364,0.5979899497487436,-0.25,14.0,17.0,3.0,5.0,0.30754448237661364,0.43028645067938776,0.2621690669439985,0.5979899497487436,-0.25,17.0,14.0,5.0,3.0,-1.0,6.666666666666667,90.0,0.0,0.0,0.0,55.8,57.6,-1.8000000000000043,0.0,0.0,69.4,41.0,28.400000000000006,0.0,0.0,-24,-15,15,0,1,0,0,4.4944410108488455,1.140175425099138,0.8532291603080613,450.0,8.3,7.0,1.6600000000000001,1.4,1,1,1
Filip Jørgensen,PT,villarreal,real madrid,1,90,0,0,0.0,0.0,0,0,0,31,96.8,0,0,4.0,33.3,1.9,-1,0,0,0,0,0,0,0,0,0,0,0,18,72.0,40.0,0,0,0,0.0,23_24,37,,1,"[{'paradas': [1, 143.0]}]",,,,,8,37,14,10,13,64,64,0,52,WLWWD,1,37,29,7,1,87,26,61,94,WWWWD,2024-05-19,villarreal,real madrid,0.29501615587976104,0.24321942622148243,0.4617644178987565,0.6635294117647058,0.25,21.0,12.0,7.0,6.0,0.29501615587976104,0.4617644178987565,0.24321942622148243,0.6635294117647058,0.25,21.0,12.0,7.0,6.0,,6.666666666666667,90.0,0.0,0.0,0.0,57.6,58.6,-1.0,0.0,0.0,75.2,22.0,53.2,0.0,0.0,-42,-23,38,0,1,0,0,5.540758070878026,1.3038404810405297,0.9607288899580356,450.0,6.800000000000001,6.0,1.3600000000000003,1.2,1,1,1
Fran,PT,real madrid,valencia,1,90,0,0,0.0,0.0,0,0,0,20,95.0,0,0,2.0,0.0,0.9,0,0,0,0,0,0,0,0,2,0,0,0,12,40.0,23.0,0,0,0,0.0,24_25,30,,1,[],,,,,2,30,19,6,5,63,31,32,63,LWWWL,14,30,8,10,12,34,47,-13,34,DWDWW,2025-04-05,real madrid,valencia,0.7317509880559863,0.16747821909732083,0.10077079284669303,0.6253101736972705,-1.5,21.0,10.0,9.0,2.0,0.7317509880559863,0.10077079284669303,0.16747821909732083,0.6253101736972705,-1.5,21.0,10.0,9.0,2.0,,,,,0.0,0.0,57.4,26.0,31.4,0.0,0.0,29.2,44.4,-15.2,0.0,0.0,29,29,-16,1,0,0,0,,,,,,,,,1,0,0
Fran Vieites,PT,betis,barcelona,0,45,0,0,0.0,0.0,0,0,0,13,84.6,0,0,3.0,50.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,6,32.0,21.0,0,0,0,0.0,23_24,5,,0,[],,,,,10,5,2,1,2,5,10,-5,7,WDLWL,2,5,4,1,0,13,4,9,13,DWWWW,2024-01-21,betis,barcelona,0.2260308884244864,0.24448238952036289,0.5294867220551506,0.5618556701030928,0.75,14.0,11.0,5.0,4.0,0.5294867220551506,0.2260308884244864,0.24448238952036289,0.5618556701030928,0.75,11.0,14.0,4.0,5.0,5.0,,,,0.0,0.0,3.25,3.0,0.25,0.0,0.0,4.0,1.75,2.25,0.0,0.0,-6,-8,6,0,1,0,0,,,,,,,,,1,0,0
Fran Vieites,PT,betis,sevilla,1,90,0,0,0.0,0.0,0,0,0,31,67.7,0,0,1.0,75.0,1.3,5,0,0,0,0,0,0,0,0,0,0,0,12,77.0,53.0,0,1,0,100.0,23_24,13,,0,[],,,,,7,13,5,6,2,17,16,1,21,DDWWD,13,13,2,6,5,18,18,0,12,DDDDD,2024-04-28,betis,sevilla,0.4596155396442679,0.2820059948259815,0.2583784655297506,0.4647519582245431,-0.25,15.0,10.0,5.0,1.0,0.2583784655297506,0.4596155396442679,0.2820059948259815,0.4647519582245431,-0.25,10.0,15.0,1.0,5.0,13.0,3.0,45.0,0.0,0.0,0.0,12.6,13.8,-1.200000000000001,0.0,0.0,14.2,14.2,0.0,0.0,0.0,9,-1,-2,0,0,0,0,,,,45.0,1.0,3.0,,,1,0,0
Fran Vieites,PT,betis,las palmas,1,90,0,0,0.0,0.0,0,0,0,40,55.0,0,0,0.0,100.0,1.4,13,0,0,0,0,0,0,0,2,0,0,0,23,107.0,75.0,0,0,0,0.0,23_24,14,,1,[],,,,,7,14,6,6,2,18,16,2,24,DWWDW,11,14,5,3,6,11,13,-2,18,LWWDL,2023-11-26,betis,las palmas,0.5725890985324947,0.2531446540880503,0.17426624737945495,0.45077720207253885,-0.75,12.0,15.0,6.0,4.0,0.5725890985324947,0.17426624737945495,0.2531446540880503,0.45077720207253885,-0.75,12.0,15.0,6.0,4.0,12.0,4.0,67.5,0.0,0.0,0.0,14.0,14.6,-0.5999999999999996,0.0,0.0,8.2,10.0,-1.8000000000000007,0.0,0.0,6,7,3,0,0,0,0,1.4142135623730951,1.4142135623730951,0.21213203435596437,135.0,2.3,4.0,,,1,0,0
Fran Vieites,PT,betis,real madrid,1,90,0,0,0.0,0.0,0,0,0,35,62.9,0,0,0.0,100.0,0.9,12,1,1,0,0,0,0,0,0,0,0,0,19,85.0,55.0,0,0,0,0.0,23_24,38,,0,[],,,,,7,38,14,15,9,48,45,3,57,WWDLD,1,38,29,8,1,87,26,61,95,WWWDD,2023-12-09,betis,real madrid,0.22486297061730615,0.24880941683888938,0.5263276125438044,0.5428571428571429,0.75,14.0,12.0,6.0,2.0,0.5263276125438044,0.22486297061730615,0.24880941683888938,0.5428571428571429,0.75,12.0,14.0,2.0,6.0,,7.0,75.0,0.0,0.0,0.0,45.2,41.4,3.8000000000000043,0.0,0.0,78.6,22.8,55.8,0.0,0.0,-38,-39,19,0,1,0,0,5.291502622129181,1.5275252316519468,0.20816659994661335,225.0,3.7,4.0,1.48,1.6,1,1,1
Fran Vieites,PT,betis,barcelona,1,90,0,0,0.0,0.0,0,0,0,32,68.8,0,0,2.0,33.3,1.7,2,0,0,0,0,0,0,0,0,0,0,0,17,61.0,23.0,0,0,0,0.0,24_25,16,,1,[],,,,,11,16,5,6,5,18,20,-2,21,DDLLD,2,16,11,2,3,45,18,27,35,WLDLD,2024-12-07,betis,barcelona,0.18764170858200205,0.213077584634229,0.5992807067837691,0.6341463414634148,1.0,12.0,9.0,6.0,3.0,0.18764170858200205,0.5992807067837691,0.213077584634229,0.6341463414634148,1.0,12.0,9.0,6.0,3.0,5.0,,,,0.0,0.0,13.8,13.0,0.8000000000000007,0.0,0.0,40.4,12.6,27.799999999999997,0.0,0.0,-14,-27,2,0,1,0,0,,,,,,,,,1,0,0
Fran Vieites,PT,betis,villarreal,1,90,0,0,0.0,0.0,0,0,0,37,43.2,0,0,1.0,66.7,1.6,5,0,0,0,0,0,0,0,0,0,0,0,14,68.0,55.0,0,0,0,0.0,24_25,17,,0,[],,,,,9,17,6,6,5,20,21,-1,24,DLLDW,5,17,7,6,4,29,28,1,27,WDDLL,2025-04-13,betis,villarreal,0.41023715662349036,0.2703835805018459,0.3193792628746636,0.5520833333333334,-0.25,24.0,8.0,5.0,2.0,0.3193792628746636,0.41023715662349036,0.2703835805018459,0.5520833333333334,-0.25,8.0,24.0,2.0,5.0,6.0,2.0,90.0,0.0,0.0,0.0,15.2,15.2,0.0,0.0,0.0,25.4,22.4,3.0,0.0,0.0,-3,-9,-7,0,0,0,0,,,,90.0,1.7,2.0,,,1,0,0
Fran Vieites,PT,betis,rayo vallecano,1,90,0,0,0.0,0.0,0,0,0,23,60.9,0,0,1.0,75.0,0.4,6,0,0,0,0,0,0,0,1,0,0,0,14,79.0,29.0,0,0,0,0.0,24_25,18,,1,[],,,,,9,18,6,7,5,21,22,-1,25,LLDWD,14,18,5,7,6,20,21,-1,22,LLWDD,2024-12-22,betis,rayo vallecano,0.5284658428983403,0.268711445541529,0.2028227115601306,0.42930591259640094,-0.75,14.0,10.0,5.0,4.0,0.5284658428983403,0.2028227115601306,0.268711445541529,0.42930591259640094,-0.75,14.0,10.0,5.0,4.0,4.0,3.5,90.0,0.0,0.0,0.0,16.8,17.4,-0.5999999999999979,0.0,0.0,15.6,16.6,-1.0000000000000018,0.0,0.0,3,1,1,0,0,0,0,2.1213203435596424,0.7071067811865476,0.07071067811865459,180.0,3.3,3.0,1.65,1.5,1,0,0
Fran Vieites,PT,betis,valladolid,1,90,0,0,0.0,0.0,1,0,1,27,88.9,0,0,1.0,0.0,0.9,4,0,0,0,0,0,0,0,0,0,0,0,14,40.0,32.0,0,1,0,100.0,24_25,19,,0,[],,,,,10,19,6,7,6,21,23,-2,25,LDWDL,19,19,4,3,12,13,37,-24,15,LLWLW,2025-04-24,betis,valladolid,0.8006358911647814,0.1353347600122287,0.0640293488229899,0.6439024390243903,-2.0,16.0,10.0,6.0,5.0,0.0640293488229899,0.8006358911647814,0.1353347600122287,0.6439024390243903,-2.0,10.0,16.0,5.0,6.0,,4.333333333333333,90.0,0.0,0.0,0.0,18.2,19.4,-1.1999999999999993,0.0,0.0,11.0,32.8,-21.799999999999997,0.0,0.0,10,8,-14,0,0,0,1,2.081665999466133,0.5773502691896257,0.7234178138070234,270.0,3.7,4.0,1.2333333333333334,1.3333333333333333,1,0,0
Giorgi Mamardashvili,PT,valencia,sevilla,1,90,0,0,0.0,0.0,0,0,0,20,50.0,0,0,1.0,66.7,1.0,6,0,0,0,0,0,0,0,0,0,0,0,8,61.0,31.0,0,0,0,0.0,23_24,1,,0,"[{'minutos': [7, 3284.0]}, {'rojas': [10, 1.0]}, {'porterias_cero': [4, 13.0]}, {'paradas': [8, 103.0]}, {'save_pct': [10, 73.8]}]",4.0,10.0,0.6666666666666667,0.0,5,1,1,0,0,2,1,1,3,W,14,1,0,0,1,1,2,-1,0,L,2024-02-17,valencia,sevilla,0.42383186885648133,0.289383692935241,0.2867844382082778,0.4333333333333333,-0.25,14.0,1.0,4.0,1.0,0.2867844382082778,0.42383186885648133,0.289383692935241,0.4333333333333333,-0.25,1.0,14.0,1.0,4.0,7.0,,,,0.0,0.0,,,,,,,,,,,3,1,-1,0,0,0,0,,,,,,,,,0,0,0
Giorgi Mamardashvili,PT,valencia,las palmas,1,90,0,0,0.0,0.0,0,0,0,24,45.8,0,0,0.0,100.0,0.1,7,1,1,0,0,0,0,0,0,0,0,0,15,119.0,27.0,0,0,0,0.0,23_24,2,,1,"[{'minutos': [7, 3284.0]}, {'rojas': [10, 1.0]}, {'porterias_cero': [4, 13.0]}, {'paradas': [8, 103.0]}, {'save_pct': [10, 73.8]}]",4.0,10.0,0.6666666666666667,0.0,3,2,2,0,0,3,1,2,6,WW,14,2,0,1,1,1,2,-1,1,DL,2023-08-18,valencia,las palmas,0.6035957358573415,0.24358305076476472,0.15282121337789378,0.4458762886597938,-1.0,9.0,7.0,4.0,1.0,0.6035957358573415,0.15282121337789378,0.24358305076476472,0.4458762886597938,-1.0,9.0,7.0,4.0,1.0,1.0,6.0,90.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,2,-1,1,0,0,0,,,,90.0,1.0,1.0,,,1,0,0
