player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,fecha_partido,local,roles,rank_porterias_cero,rank_save_pct,score_porterias_cero,score_save_pct,posicion_equipo,pj,pg,pe,pp,gf,gc,dg,pts,racha5partidos,posicion_rival,pj_rival,pg_rival,pe_rival,pp_rival,gf_rival,gc_rival,dg_rival,pts_rival,racha5partidos_rival,Date,home,away,p_home,p_draw,p_away,p_over25,ah_line,HS,AS,HST,AST,p_win_propio,p_loss_propio,p_draw_match,p_over25_match,ah_line_match,shots_propio,shots_rival,shots_on_target_propio,shots_on_target_rival,target_pf_next,pf_last3_mean,min_last3_mean,goles_last3_sum,xg_team,xg_rival,gf_last5_mean_team,gc_last5_mean_team,goal_diff_last5_team,xg_last5_mean_team,xg_contra_last5_mean_team,gf_last5_mean_rival,gc_last5_mean_rival,goal_diff_last5_rival,xg_last5_mean_rival,xg_contra_last5_mean_rival,pts_diff,gf_diff,gc_diff,is_top4_propio,is_top4_rival,is_bottom3_propio,is_bottom3_rival,pf_last5_std,gc_last5_std,psxg_last5_std,min_last5_sum,psxg_last5_sum,gc_last5_sum,psxg_per90_last5,gc_per90_last5,ataque_top_rival,defensa_floja_propia,ataque_top_y_defensa_floja
Joan García,PT,espanyol,athletic,1,90,0,0,0.0,0.0,0,0,0,33,84.8,0,0,4.0,33.3,3.4,1,0,0,0,0,0,0,0,1,0,0,0,24,85.0,61.0,0,0,0,0.0,24_25,10,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,14,10,3,1,6,10,17,-7,10,LLLWL,5,10,5,2,3,17,11,6,17,WWDLW,2025-02-16,espanyol,athletic,0.18295544322144142,0.2713146061408876,0.5457299506376709,0.4065656565656566,0.75,12.0,14.0,4.0,4.0,0.5457299506376709,0.18295544322144142,0.2713146061408876,0.4065656565656566,0.75,14.0,12.0,4.0,4.0,2.0,9.333333333333334,90.0,0.0,0.0,0.0,6.8,10.0,-3.2,0.0,0.0,10.2,7.6,2.5999999999999996,0.0,0.0,-7,-7,6,0,0,0,0,6.06630035524124,1.2247448713915892,1.150217370760849,450.0,13.3,10.0,2.66,2.0,1,0,0
Joan García,PT,espanyol,sevilla,1,90,0,0,0.0,0.0,0,0,0,17,94.1,0,0,2.0,33.3,2.1,2,0,0,0,0,0,0,0,0,0,0,0,12,62.0,28.0,0,0,0,0.0,24_25,11,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,16,11,3,1,7,10,19,-9,10,LLWLL,10,11,4,3,4,12,15,-3,15,WDWLW,2024-10-25,espanyol,sevilla,0.3032640648362502,0.29948507337411623,0.39725086178963354,0.423469387755102,0.25,16.0,6.0,1.0,3.0,0.3032640648362502,0.39725086178963354,0.29948507337411623,0.423469387755102,0.25,16.0,6.0,1.0,3.0,6.0,8.333333333333334,90.0,0.0,0.0,0.0,7.8,12.4,-4.6000000000000005,0.0,0.0,8.4,10.8,-2.4000000000000004,0.0,0.0,-5,-2,4,0,0,0,0,6.730527468185536,1.5165750888103102,1.197914855071094,450.0,14.0,12.0,2.8,2.4,1,0,0
Joan García,PT,espanyol,barcelona,1,90,0,0,0.0,0.0,0,0,0,26,65.4,0,0,3.0,66.7,3.2,6,0,0,0,0,0,0,0,0,0,0,0,19,142.0,118.0,0,1,0,100.0,24_25,12,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,17,12,3,1,8,11,22,-11,10,LWLLL,1,12,11,0,1,40,11,29,33,LWWWW,2025-05-15,espanyol,barcelona,0.10197689177484462,0.16535836270434873,0.7326647455208066,0.6643026004728132,1.75,9.0,12.0,1.0,4.0,0.7326647455208066,0.10197689177484462,0.16535836270434873,0.6643026004728132,1.75,12.0,9.0,4.0,1.0,6.0,3.0,90.0,0.0,0.0,0.0,8.6,14.4,-5.800000000000001,0.0,0.0,29.2,8.6,20.6,0.0,0.0,-23,-29,11,0,1,0,0,6.870225614927067,1.2247448713915892,0.7395944834840237,450.0,11.6,10.0,2.32,2.0,1,0,0
Joan García,PT,espanyol,valencia,1,90,0,0,0.0,0.0,0,0,0,42,88.1,0,0,1.0,75.0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,19,154.0,135.0,0,1,0,100.0,24_25,13,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,17,13,3,2,8,12,23,-11,11,WLLLD,20,13,1,5,7,10,20,-10,8,DLDLD,2024-12-18,espanyol,valencia,0.36025799146768034,0.3236215855557128,0.3161204229766069,0.36855036855036855,0.0,10.0,14.0,3.0,4.0,0.36025799146768034,0.3161204229766069,0.3236215855557128,0.36855036855036855,0.0,10.0,14.0,3.0,4.0,-1.0,3.0,90.0,0.0,0.0,0.0,9.4,16.6,-7.200000000000001,0.0,0.0,6.8,15.6,-8.8,0.0,0.0,3,2,3,0,0,0,1,6.767569726275452,1.3038404810405297,0.6058052492344385,450.0,13.4,11.0,2.68,2.2,1,0,0
Joan García,PT,espanyol,girona,1,90,0,0,0.0,0.0,0,0,0,26,65.4,0,0,4.0,20.0,3.3,-1,0,0,0,0,0,0,0,1,0,0,0,13,140.0,107.0,0,0,0,0.0,24_25,14,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,19,14,3,2,9,13,27,-14,11,LLLDL,7,14,6,3,5,20,18,2,21,LLWWW,2025-03-10,espanyol,girona,0.30472261048263516,0.2962055188852944,0.39907187063207034,0.43041237113402064,0.25,7.0,18.0,4.0,4.0,0.39907187063207034,0.30472261048263516,0.2962055188852944,0.43041237113402064,0.25,18.0,7.0,4.0,4.0,2.0,4.666666666666667,90.0,0.0,0.0,0.0,10.4,18.8,-8.4,0.0,0.0,12.8,14.6,-1.799999999999999,0.0,0.0,-10,-7,9,0,0,1,0,2.4899799195977455,1.3038404810405297,0.7829431652425354,450.0,12.8,11.0,2.56,2.2,1,0,0
Joan García,PT,espanyol,celta,1,90,0,0,0.0,0.0,0,0,0,28,46.4,1,0,1.0,100.0,1.1,2,0,0,0,0,0,0,0,0,0,0,0,15,129.0,67.0,0,0,0,0.0,24_25,15,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,16,15,4,2,9,16,28,-12,14,LLDLW,12,15,5,3,7,23,27,-4,18,LWDDL,2024-11-30,espanyol,celta,0.2891346859428246,0.28739814128250735,0.42346717277466794,0.4739583333333334,0.25,9.0,16.0,5.0,2.0,0.2891346859428246,0.42346717277466794,0.28739814128250735,0.4739583333333334,0.25,9.0,16.0,5.0,2.0,12.0,3.6666666666666665,90.0,0.0,0.0,0.0,11.2,21.6,-10.400000000000002,0.0,0.0,18.8,20.6,-1.8000000000000007,0.0,0.0,-4,-7,1,0,0,0,0,3.114482300479486,1.3038404810405297,0.8514693182963202,450.0,13.5,14.0,2.7,2.8,1,0,0
Joan García,PT,espanyol,getafe,1,90,0,0,0.0,0.0,0,0,0,37,89.2,0,0,1.0,83.3,0.9,12,0,0,0,0,0,0,0,2,0,0,0,20,89.0,68.0,0,1,0,100.0,24_25,16,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,18,16,4,2,10,16,29,-13,14,LDLWL,15,16,3,7,6,11,13,-2,16,LLWLW,2025-04-18,espanyol,getafe,0.3401440840083031,0.34759249460702507,0.3122634213846717,0.32101616628175517,0.0,9.0,9.0,3.0,4.0,0.3122634213846717,0.3401440840083031,0.34759249460702507,0.32101616628175517,0.0,9.0,9.0,4.0,3.0,10.0,2.3333333333333335,90.0,0.0,0.0,0.0,12.4,23.8,-11.4,0.0,0.0,8.8,10.8,-2.0,0.0,0.0,-2,5,16,0,0,1,0,2.9999999999999987,1.3038404810405297,0.9889388252060889,450.0,11.2,11.0,2.2399999999999998,2.2,1,0,0
Joan García,PT,espanyol,osasuna,1,90,0,0,0.0,0.0,0,0,0,32,78.1,0,0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,22,149.0,113.0,0,1,0,100.0,24_25,17,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,18,17,4,3,10,16,29,-13,15,DLWLD,7,17,6,7,4,22,25,-3,25,LDDDD,2024-12-14,espanyol,osasuna,0.3380388855611857,0.3035890628288356,0.3583720516099788,0.41581632653061223,0.0,9.0,6.0,3.0,0.0,0.3380388855611857,0.3583720516099788,0.3035890628288356,0.41581632653061223,0.0,9.0,6.0,3.0,0.0,7.0,4.333333333333333,90.0,0.0,0.0,0.0,13.6,25.8,-12.200000000000001,0.0,0.0,19.0,21.2,-2.1999999999999993,0.0,0.0,-10,-6,4,0,0,1,0,4.898979485566356,1.4142135623730951,1.1618950038622244,450.0,10.0,10.0,2.0,2.0,1,0,0
Joan García,PT,espanyol,las palmas,1,90,0,0,0.0,0.0,0,0,0,35,85.7,0,0,1.0,66.7,0.4,7,0,1,0,1,0,0,0,0,0,0,0,21,165.0,118.0,0,0,0,0.0,24_25,18,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,18,18,4,3,11,16,30,-14,15,LWLDL,12,18,6,4,8,23,27,-4,22,LWWDW,2025-05-24,espanyol,las palmas,0.6901063851537849,0.1951530351459473,0.11474057970026781,0.5248041775456919,-1.25,8.0,10.0,3.0,4.0,0.11474057970026781,0.6901063851537849,0.1951530351459473,0.5248041775456919,-1.25,10.0,8.0,4.0,3.0,8.0,8.0,90.0,0.0,0.0,0.0,14.6,27.2,-12.6,0.0,0.0,19.6,25.4,-5.799999999999997,0.0,0.0,-7,-7,3,0,0,1,0,5.403702434442518,1.51657508881031,1.2157302332343294,450.0,6.8,7.0,1.36,1.4,1,0,0
Joan García,PT,espanyol,leganes,1,90,0,0,0.0,0.0,0,0,0,23,87.0,0,0,1.0,83.3,1.8,8,0,0,0,0,0,0,0,0,0,0,0,9,50.0,41.0,0,1,0,100.0,24_25,19,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,18,19,4,4,11,17,31,-14,16,WLDLD,16,19,4,7,8,18,29,-11,19,DLWLD,2025-01-11,espanyol,leganes,0.45386826444273515,0.3130642484109955,0.23306748714626935,0.3428571428571429,-0.5,15.0,14.0,5.0,6.0,0.45386826444273515,0.23306748714626935,0.3130642484109955,0.3428571428571429,-0.5,15.0,14.0,5.0,6.0,6.0,9.666666666666666,90.0,0.0,0.0,0.0,15.4,28.6,-13.200000000000001,0.0,0.0,14.6,22.6,-8.000000000000002,0.0,0.0,-3,-1,2,0,0,1,0,5.431390245600108,1.51657508881031,1.281795615533146,450.0,5.7,7.0,1.14,1.4,1,0,0
Joan García,PT,espanyol,valladolid,1,90,0,0,0.0,0.0,0,0,0,25,76.0,0,0,1.0,75.0,0.9,6,0,0,0,0,0,0,0,1,0,0,0,15,67.0,30.0,0,0,0,0.0,24_25,20,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,18,20,5,4,11,19,32,-13,19,LDLDW,20,20,4,3,13,14,39,-25,15,LWLWL,2025-01-17,espanyol,valladolid,0.5284836569181618,0.2846891128041288,0.1868272302777095,0.4111675126903554,-0.75,12.0,11.0,4.0,4.0,0.5284836569181618,0.1868272302777095,0.2846891128041288,0.4111675126903554,-0.75,12.0,11.0,4.0,4.0,6.0,8.333333333333334,90.0,0.0,0.0,0.0,16.2,29.4,-13.2,0.0,0.0,11.6,34.8,-23.199999999999996,0.0,0.0,4,5,-7,0,0,1,1,3.768288736283355,0.44721359549995743,0.687749954561973,450.0,4.2,4.0,0.84,0.8,1,0,0
Joan García,PT,espanyol,sevilla,1,90,0,0,0.0,0.0,0,0,0,38,63.2,0,0,1.0,75.0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,17,98.0,92.0,0,0,0,0.0,24_25,21,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,18,21,5,5,11,20,33,-13,20,DLDWD,12,21,7,6,8,24,30,-6,27,WLDWD,2024-10-25,espanyol,sevilla,0.3032640648362502,0.29948507337411623,0.39725086178963354,0.423469387755102,0.25,16.0,6.0,1.0,3.0,0.39725086178963354,0.3032640648362502,0.29948507337411623,0.423469387755102,0.25,6.0,16.0,3.0,1.0,15.0,7.0,90.0,0.0,0.0,0.0,16.8,30.2,-13.399999999999999,0.0,0.0,19.8,26.0,-6.199999999999999,0.0,0.0,-7,-4,3,0,0,1,0,2.40831891575846,0.44721359549995743,0.6745368781615989,450.0,4.0,4.0,0.8,0.8,1,0,0
Joan García,PT,espanyol,real madrid,1,90,0,0,0.0,0.0,0,0,0,22,72.7,0,0,0.0,100.0,0.9,15,0,0,0,0,0,0,0,2,0,0,0,17,97.0,78.0,0,0,0,0.0,24_25,22,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,17,22,6,5,11,21,33,-12,23,LDWDW,1,22,15,4,3,50,21,29,49,WLWWL,2025-02-01,espanyol,real madrid,0.0995172130364934,0.17347536042973438,0.7270074265337724,0.5974683544303797,1.5,5.0,21.0,2.0,7.0,0.0995172130364934,0.7270074265337724,0.17347536042973438,0.5974683544303797,1.5,5.0,21.0,2.0,7.0,3.0,6.666666666666667,90.0,0.0,0.0,0.0,17.6,31.0,-13.399999999999999,0.0,0.0,44.0,18.2,25.8,0.0,0.0,-26,-29,12,0,1,0,0,1.6733200530681505,0.44721359549995743,0.6833739825307922,450.0,3.6,4.0,0.72,0.8,1,0,0
Joan García,PT,espanyol,real sociedad,1,90,0,0,0.0,0.0,0,0,0,36,61.1,0,0,2.0,33.3,1.7,3,0,0,0,0,0,0,0,0,0,0,0,21,181.0,81.0,0,0,0,0.0,24_25,23,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,17,23,6,5,12,22,35,-13,23,DWDWL,10,23,9,4,10,20,20,0,31,WLLLW,2024-08-24,espanyol,real sociedad,0.2390790383006584,0.3055323173171353,0.45538864438220644,0.35922330097087385,0.25,13.0,8.0,3.0,4.0,0.45538864438220644,0.2390790383006584,0.3055323173171353,0.35922330097087385,0.25,8.0,13.0,4.0,3.0,8.0,9.0,90.0,0.0,0.0,0.0,18.6,31.8,-13.2,0.0,0.0,17.0,15.2,1.8000000000000007,0.0,0.0,-8,2,15,0,0,0,0,3.781534080237808,0.44721359549995743,0.5522680508593594,450.0,4.5,4.0,0.9,0.8,1,0,0
Joan García,PT,espanyol,athletic,1,90,0,0,0.0,0.0,0,0,0,34,52.9,0,0,1.0,75.0,0.5,8,0,0,0,0,0,0,0,2,0,0,0,18,158.0,83.0,0,1,0,100.0,24_25,24,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,15,24,6,6,12,23,36,-13,24,WDWLD,4,24,12,9,3,37,21,16,45,WDDWD,2025-02-16,espanyol,athletic,0.18295544322144142,0.2713146061408876,0.5457299506376709,0.4065656565656566,0.75,12.0,14.0,4.0,4.0,0.18295544322144142,0.5457299506376709,0.2713146061408876,0.4065656565656566,0.75,12.0,14.0,4.0,4.0,13.0,8.0,90.0,0.0,0.0,0.0,19.8,32.8,-12.999999999999996,0.0,0.0,32.0,18.6,13.399999999999999,0.0,0.0,-21,-14,15,0,1,0,0,4.505552130427524,0.7071067811865472,0.5639148871948644,450.0,5.8,5.0,1.16,1.0,1,0,0
Joan García,PT,espanyol,alaves,1,90,0,0,0.0,0.0,0,0,0,32,53.1,0,0,0.0,100.0,1.6,13,0,0,0,0,1,0,1,2,0,0,0,21,139.0,90.0,0,0,0,0.0,24_25,25,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,15,25,7,6,12,24,36,-12,27,DWLDW,19,25,5,7,13,28,39,-11,22,DLLDL,2024-09-14,espanyol,alaves,0.35289193638180527,0.3126599566640099,0.3344481069541848,0.3682926829268293,0.0,9.0,19.0,4.0,6.0,0.3344481069541848,0.35289193638180527,0.3126599566640099,0.3682926829268293,0.0,19.0,9.0,6.0,4.0,8.0,8.666666666666666,90.0,0.0,0.0,0.0,21.0,33.8,-12.799999999999997,0.0,0.0,25.4,34.4,-9.0,0.0,0.0,5,-4,-3,0,0,0,1,4.505552130427524,0.7071067811865472,0.4898979485566314,450.0,4.5,5.0,0.9,1.0,1,0,0
Joan García,PT,espanyol,villarreal,1,90,0,0,0.0,0.0,0,0,0,39,89.7,0,0,1.0,80.0,1.7,8,0,0,0,0,0,0,0,2,0,0,0,29,108.0,77.0,0,3,0,100.0,24_25,26,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,15,26,7,6,13,24,37,-13,27,WLDWL,5,26,13,8,5,49,35,14,47,WWDWW,2024-09-26,espanyol,villarreal,0.283499962414493,0.2769450499887244,0.43955498759678263,0.5208333333333334,0.25,11.0,15.0,2.0,4.0,0.43955498759678263,0.283499962414493,0.2769450499887244,0.5208333333333334,0.25,15.0,11.0,4.0,2.0,5.0,8.0,90.0,0.0,0.0,0.0,22.0,34.6,-12.600000000000001,0.0,0.0,44.8,33.8,11.0,0.0,0.0,-20,-25,2,0,0,0,0,4.949747468305834,0.8366600265340752,0.5813776741499421,450.0,5.2,4.0,1.04,0.8,1,1,1
Joan García,PT,espanyol,girona,1,90,0,0,0.0,0.0,0,0,0,32,65.6,0,0,1.0,100.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,21,129.0,73.0,0,1,0,100.0,24_25,27,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,15,27,7,7,13,25,38,-13,28,LDWLD,12,27,9,6,12,35,40,-5,33,LLLDD,2025-03-10,espanyol,girona,0.30472261048263516,0.2962055188852944,0.39907187063207034,0.43041237113402064,0.25,7.0,18.0,4.0,4.0,0.30472261048263516,0.39907187063207034,0.2962055188852944,0.43041237113402064,0.25,7.0,18.0,4.0,4.0,12.0,9.666666666666666,90.0,0.0,0.0,0.0,22.8,35.4,-12.599999999999998,0.0,0.0,32.0,34.8,-2.799999999999997,0.0,0.0,-5,-10,-2,0,0,0,0,4.722287581247039,0.8366600265340752,0.5495452665613607,450.0,6.4,4.0,1.28,0.8,1,1,1
Joan García,PT,espanyol,mallorca,1,90,0,0,0.0,0.0,0,0,0,33,63.6,0,0,2.0,85.7,2.8,12,0,0,0,0,0,0,0,1,0,0,0,24,132.0,98.0,0,1,0,100.0,24_25,28,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,15,28,7,7,14,26,40,-14,28,DWLDL,7,28,11,7,10,28,34,-6,40,WDDDW,2024-10-05,espanyol,mallorca,0.299742177801827,0.3284845784129611,0.37177324378521176,0.3501199040767386,0.25,8.0,11.0,3.0,4.0,0.37177324378521176,0.299742177801827,0.3284845784129611,0.3501199040767386,0.25,11.0,8.0,4.0,3.0,2.0,8.666666666666666,90.0,0.0,0.0,0.0,23.6,36.4,-12.799999999999997,0.0,0.0,23.6,31.0,-7.399999999999999,0.0,0.0,-12,-2,6,0,0,0,0,3.7815340802378077,0.7071067811865472,0.5338539126015629,450.0,6.5,5.0,1.3,1.0,1,1,1
Joan García,PT,espanyol,atletico madrid,1,90,0,0,0.0,0.0,0,0,0,35,74.3,0,0,1.0,50.0,0.1,2,0,0,0,0,0,0,0,0,0,0,0,20,88.0,57.0,0,1,0,100.0,24_25,29,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,16,29,7,8,14,27,41,-14,29,WLDLD,3,29,16,9,4,47,23,24,57,WWLLD,2025-03-29,espanyol,atletico madrid,0.16222865298333872,0.2499428328116006,0.5878285142050607,0.43410852713178294,0.75,8.0,13.0,1.0,2.0,0.16222865298333872,0.5878285142050607,0.2499428328116006,0.43410852713178294,0.75,8.0,13.0,1.0,2.0,12.0,8.333333333333334,90.0,0.0,0.0,0.0,24.4,37.4,-13.0,0.0,0.0,42.8,17.6,25.199999999999996,0.0,0.0,-28,-20,18,0,1,0,0,3.2710854467592263,0.7071067811865472,0.8642916174532747,450.0,7.6000000000000005,5.0,1.52,1.0,1,1,1
Joan García,PT,espanyol,rayo vallecano,1,90,0,0,0.0,0.0,0,0,0,32,50.0,0,0,0.0,100.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,22,175.0,103.0,0,0,0,0.0,24_25,30,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,16,30,8,8,14,31,41,-10,32,LDLDW,10,30,10,10,10,33,35,-2,40,DLDWL,2024-08-31,espanyol,rayo vallecano,0.34526035355764373,0.316773525706353,0.3379661207360034,0.35903614457831323,0.0,10.0,17.0,5.0,5.0,0.3379661207360034,0.34526035355764373,0.316773525706353,0.35903614457831323,0.0,17.0,10.0,5.0,5.0,14.0,6.333333333333333,90.0,0.0,0.0,0.0,25.2,38.4,-13.2,0.0,0.0,29.6,28.8,0.8000000000000007,0.0,0.0,-8,-2,6,0,0,0,0,4.636809247747853,0.7071067811865472,0.9914635646356336,450.0,7.199999999999999,5.0,1.4399999999999997,1.0,1,1,1
Joan García,PT,espanyol,celta,1,90,0,0,0.0,0.0,0,0,0,40,70.0,0,0,0.0,100.0,1.0,14,0,0,0,0,0,0,0,0,0,0,0,23,136.0,79.0,0,1,0,100.0,24_25,31,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,15,31,9,8,14,33,41,-8,35,DLDWW,7,31,12,7,12,44,45,-1,43,WWDWL,2024-11-30,espanyol,celta,0.2891346859428246,0.28739814128250735,0.42346717277466794,0.4739583333333334,0.25,9.0,16.0,5.0,2.0,0.42346717277466794,0.2891346859428246,0.28739814128250735,0.4739583333333334,0.25,16.0,9.0,2.0,5.0,13.0,8.666666666666666,90.0,0.0,0.0,0.0,26.6,39.4,-12.799999999999997,0.0,0.0,41.8,41.8,0.0,0.0,0.0,-8,-11,-4,0,0,0,0,4.3817804600413295,0.7071067811865472,1.0034938963441664,450.0,6.6,5.0,1.32,1.0,1,1,1
Joan García,PT,espanyol,getafe,1,90,0,0,0.0,0.0,0,0,0,36,75.0,0,0,0.0,100.0,1.1,13,0,0,0,0,0,0,0,0,0,0,0,18,133.0,84.0,0,1,0,100.0,24_25,32,,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,13,32,10,8,14,34,41,-7,38,LDWWW,12,32,10,9,13,31,29,2,39,WLWLL,2025-04-18,espanyol,getafe,0.3401440840083031,0.34759249460702507,0.3122634213846717,0.32101616628175517,0.0,9.0,9.0,3.0,4.0,0.3401440840083031,0.3122634213846717,0.34759249460702507,0.32101616628175517,0.0,9.0,9.0,3.0,4.0,10.0,9.333333333333334,90.0,0.0,0.0,0.0,28.4,40.2,-11.800000000000004,0.0,0.0,27.0,24.6,2.3999999999999986,0.0,0.0,-1,3,12,0,0,0,0,5.196152422706633,0.8366600265340752,0.9859006035092971,450.0,5.9,4.0,1.18,0.8,1,1,1
Joan García,PT,espanyol,valencia,1,90,0,0,0.0,0.0,0,0,0,32,68.8,0,0,1.0,85.7,2.0,10,0,0,0,0,0,0,0,0,0,0,0,22,89.0,67.0,0,1,0,100.0,24_25,33,,0,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [7, 8.0]}, {'paradas': [1, 141.0]}, {'save_pct': [5, 75.6]}]",7.0,5.0,0.3333333333333333,0.5555555555555556,12,33,10,9,14,35,42,-7,39,DWWWD,14,33,9,12,12,37,49,-12,39,WWWDD,2024-12-18,espanyol,valencia,0.36025799146768034,0.3236215855557128,0.3161204229766069,0.36855036855036855,0.0,10.0,14.0,3.0,4.0,0.3161204229766069,0.36025799146768034,0.3236215855557128,0.36855036855036855,0.0,14.0,10.0,4.0,3.0,10.0,13.0,90.0,0.0,0.0,0.0,30.2,40.8,-10.599999999999998,0.0,0.0,33.6,46.8,-13.199999999999996,0.0,0.0,0,-2,-7,0,0,0,0,4.878524367060188,0.8944271909999155,0.9823441352194232,450.0,6.0,3.0,1.2,0.6,1,1,1
