jornada,home,away,p_home,p_draw,p_away,temporada
2,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
2,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
2,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
2,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
2,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
2,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
2,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
2,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
2,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
2,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
2,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
2,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
3,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
3,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
3,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
3,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
3,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
3,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
3,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
3,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
3,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
3,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
3,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
3,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
3,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
3,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
3,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
3,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
3,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
3,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
4,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
4,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
4,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
4,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
4,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
4,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
4,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
4,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
4,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
4,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
4,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
4,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
4,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
4,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
4,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
4,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
4,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
4,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
5,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
5,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
5,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
5,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
5,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
5,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
5,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
5,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
5,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
5,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
5,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
5,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
5,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
5,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
5,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
5,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
5,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
5,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
6,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
6,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
6,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
6,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
6,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
6,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
6,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
6,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
6,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
6,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
6,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
6,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
6,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
6,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
6,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
6,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
6,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
6,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
7,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
7,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
7,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
7,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
7,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
7,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
7,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
7,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
7,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
7,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
7,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
7,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
7,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
7,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
7,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
7,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
7,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
7,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
8,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
8,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
8,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
8,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
8,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
8,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
8,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
8,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
8,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
8,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
8,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
8,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
8,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
8,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
8,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
8,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
8,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
8,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
9,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
9,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
9,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
9,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
9,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
9,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
9,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
9,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
9,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
9,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
9,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
9,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
9,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
9,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
9,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
9,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
9,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
9,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
10,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
10,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
10,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
10,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
10,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
10,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
10,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
10,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
10,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
10,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
10,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
10,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
10,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
10,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
10,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
10,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
10,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
10,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
11,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
11,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
11,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
11,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
11,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
11,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
11,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
11,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
11,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
11,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
11,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
11,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
11,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
11,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
11,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
11,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
11,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
11,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
12,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
12,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
12,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
12,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
12,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
12,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
12,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
12,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
12,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
12,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
12,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
12,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
12,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
12,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
12,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
12,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
12,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
12,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
13,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
13,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
13,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
13,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
13,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
13,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
13,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
13,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
13,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
13,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
13,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
13,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
13,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
13,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
13,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
13,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
13,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
13,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
14,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
14,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
14,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
14,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
14,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
14,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
14,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
14,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
14,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
14,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
14,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
14,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
14,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
14,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
14,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
14,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
14,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
14,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
15,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
15,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
15,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
15,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
15,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
15,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
15,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
15,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
15,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
15,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
15,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
15,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
15,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
15,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
15,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
15,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
15,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
15,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
16,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
16,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
16,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
16,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
16,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
16,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
16,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
16,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
16,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
16,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
16,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
16,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
16,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
16,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
16,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
16,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
16,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
16,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
17,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
17,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
17,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
17,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
17,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
17,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
17,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
17,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
17,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
17,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
17,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
17,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
17,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
17,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
17,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
17,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
17,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
17,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
18,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
18,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
18,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
18,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
18,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
18,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
18,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
18,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
18,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
18,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
18,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
18,ca osasuna,oviedo,0.5491450244278735,0.2721136538956029,0.1787413216765235,23_24
18,betis,villarreal,0.4207221350078493,0.2637362637362637,0.315541601255887,23_24
18,getafe,valencia,0.37513397642015,0.330117899249732,0.2947481243301179,23_24
18,atletico madrid,alaves,0.6820499060906896,0.2079420445398444,0.110008049369466,23_24
18,celta,rayo,0.4411764705882353,0.2941176470588235,0.2647058823529412,23_24
18,real sociedad,barcelona,0.1826086956521739,0.208695652173913,0.6086956521739131,23_24
18,elche,sevilla,0.4174517982673629,0.2830994953767173,0.2994487063559198,23_24
19,getafe,real sociedad,0.2845634509292367,0.341878350939719,0.3735581981310443,23_24
19,oviedo,betis,0.2202768796602978,0.2786788189362269,0.5010443014034753,23_24
19,villarreal,alaves,0.6268271292145781,0.2235431689729097,0.1496297018125121,23_24
19,girona,ca osasuna,0.4043919618810855,0.2906567226020302,0.3049513155168842,23_24
19,valencia,elche,0.429546674848508,0.2979980056761525,0.2724553194753394,23_24
19,rayo,mallorca,0.5072046109510087,0.2853025936599423,0.2074927953890489,23_24
19,levante,espanyol,0.3043478260869565,0.2898550724637681,0.4057971014492754,23_24
19,sevilla,celta,0.3677525579207338,0.2991885216982241,0.3330589203810419,23_24
19,espanyol,girona,0.4895908583437315,0.2704406646089183,0.2399684770473501,23_24
19,real madrid,levante,0.84034303739239,0.1021061970164946,0.0575507655911151,23_24
19,mallorca,athletic bilbao,0.2582256488218047,0.3071994787707677,0.4345748724074276,23_24
