player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,fecha_partido,local,roles
Robert Lewandowski,DT,barcelona,sevilla,1,90,0,0,0.4,0.0,4,4,0,20,50.0,0,0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,1,0,1,16,93.0,25.0,1,2,2,50.0,23_24,8,29/09/2023,1,"[{'goles': [3, 19.0]}, {'goles_90': [8, 0.62]}, {'asistencias': [7, 8.0]}, {'penaltis_marcados': [3, 4.0]}, {'tiros_puerta': [3, 37.0]}]"
João Félix,DT,barcelona,sevilla,1,70,0,0,0.7,0.1,3,2,1,19,78.9,0,0,0.0,0.0,0.0,6,2,1,0,0,2,0,2,0,6,1,4,25,191.0,136.0,4,0,1,0.0,23_24,8,29/09/2023,1,[]
Ferrán Torres,DT,barcelona,sevilla,0,20,0,0,0.1,0.0,1,1,0,8,75.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2,0,0,0,6,41.0,24.0,1,0,0,0.0,23_24,8,29/09/2023,1,"[{'goles_por_tiro': [9, 0.21]}, {'rojas': [8, 1.0]}]"
Lamine Yamal,DT,barcelona,sevilla,1,81,0,0,0.1,0.5,2,2,0,21,76.2,0,0,0.0,0.0,0.0,6,1,0,0,0,0,0,0,1,3,2,1,25,143.0,108.0,4,0,1,0.0,23_24,8,29/09/2023,1,"[{'regates_exitosos': [5, 70.0]}]"
Oriol Romeu,MC,barcelona,sevilla,0,9,0,0,0.0,0.0,0,0,0,3,100.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2,0,0,0,2,10.0,0.0,0,0,0,0.0,23_24,8,29/09/2023,1,[]
İlkay Gündoğan,MC,barcelona,sevilla,1,90,0,0,0.0,0.3,1,0,1,59,83.1,1,0,0.0,0.0,0.0,6,0,0,0,0,1,0,1,1,2,1,1,33,183.0,78.0,0,0,1,0.0,23_24,8,29/09/2023,1,"[{'asistencias': [5, 9.0]}, {'pases_clave': [1, 97.0]}, {'pases_ultimo_tercio': [10, 188.0]}, {'corners': [1, 140.0]}]"
Gavi,MC,barcelona,sevilla,1,90,0,0,0.2,0.1,2,2,0,36,83.3,0,0,0.0,0.0,0.0,8,1,1,0,1,3,1,2,2,3,2,1,29,231.0,46.0,0,2,4,33.3,23_24,8,29/09/2023,1,[]
Raphinha,MC,barcelona,sevilla,1,36,0,0,0.3,0.0,1,0,1,16,81.3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,1,0,9,49.0,36.0,0,0,0,0.0,23_24,8,29/09/2023,1,"[{'asistencias': [5, 9.0]}, {'asistencias_90': [1, 0.59]}, {'rojas': [10, 1.0]}]"
Fermin López,MC,barcelona,sevilla,0,54,0,0,0.5,0.1,1,0,1,30,86.7,0,0,0.0,0.0,0.0,6,1,3,0,2,1,0,1,2,4,3,0,23,143.0,79.0,2,1,2,33.3,23_24,8,29/09/2023,1,"[{'asistencias_90': [3, 0.36]}, {'rojas': [8, 1.0]}]"
Alejandro Balde,DF,barcelona,sevilla,1,90,0,0,0.0,0.0,0,0,0,56,73.2,0,0,0.0,0.0,0.0,7,2,1,0,0,1,0,1,3,3,2,1,36,218.0,119.0,4,2,0,100.0,23_24,8,29/09/2023,1,[]
Andreas Christensen,DF,barcelona,sevilla,1,90,0,0,0.0,0.0,0,0,0,75,92.0,0,0,0.0,0.0,0.0,9,0,1,0,1,0,0,0,4,0,0,0,57,296.0,158.0,2,2,2,50.0,23_24,8,29/09/2023,1,"[{'pases_completados_pct': [1, 94.3]}]"
Jules Koundé,DF,barcelona,sevilla,1,90,0,0,0.2,0.0,2,2,0,69,89.9,0,0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,5,0,0,0,57,327.0,226.0,0,4,0,100.0,23_24,8,29/09/2023,1,"[{'pases_ultimo_tercio': [4, 267.0]}]"
