player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Robert Lewandowski,DT,barcelona,valencia,1,90,3,0,0.6,0.0,5,0,5,11,81.8,0,0,0.0,0.0,0.0,19,0,0,0,0,1,0,1,1,1,0,1,10,29.0,9.0,0,2,2,50.0
Raphinha,DT,barcelona,valencia,1,65,0,1,0.1,0.3,1,0,1,27,77.8,0,0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,2,0,0,0,17,75.0,24.0,1,0,0,0.0
João Félix,MC,barcelona,valencia,0,25,0,0,0.2,0.0,3,2,1,11,72.7,0,0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,1,0,1,15,80.0,38.0,1,0,0,0.0
Lamine Yamal,DT,barcelona,valencia,1,90,0,0,0.2,0.1,3,3,0,77,85.7,0,0,0.0,0.0,0.0,4,0,0,0,0,2,0,2,0,8,4,4,63,315.0,168.0,8,0,0,0.0
Fermin López,MC,barcelona,valencia,1,72,1,0,0.3,0.0,2,1,1,32,78.1,0,0,0.0,0.0,0.0,7,2,1,0,1,1,0,1,0,2,1,1,24,163.0,90.0,4,0,0,0.0
Pedri,MC,barcelona,valencia,0,18,0,0,0.0,0.0,0,0,0,23,100.0,0,0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,13,60.0,28.0,0,0,0,0.0
Andreas Christensen,MC,barcelona,valencia,1,45,0,0,0.0,0.0,0,0,0,29,75.9,0,0,0.0,0.0,0.0,-1,0,1,0,1,1,0,1,0,0,0,0,17,71.0,37.0,0,1,0,100.0
Sergi Roberto,MC,barcelona,valencia,0,45,0,0,0.0,0.0,0,0,0,52,90.4,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,36,173.0,99.0,0,0,1,0.0
İlkay Gündoğan,MC,barcelona,valencia,1,90,0,1,0.1,0.5,1,1,0,99,90.9,0,0,0.0,0.0,0.0,12,0,1,0,1,0,0,0,0,0,0,0,56,317.0,120.0,0,0,0,0.0
João Cancelo,DF,barcelona,valencia,1,79,0,0,0.0,0.0,1,0,1,67,83.6,0,0,0.0,0.0,0.0,2,2,2,0,1,1,0,1,0,1,0,1,40,163.0,91.0,4,1,0,100.0
Ferrán Torres,DT,barcelona,valencia,0,11,0,0,0.1,0.0,2,2,0,6,100.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,2,1,0,6,33.0,11.0,1,0,0,0.0
Pau Cubarsí,DF,barcelona,valencia,1,45,0,0,0.0,0.0,0,0,0,58,89.7,1,0,0.0,0.0,0.0,-2,0,0,0,0,0,0,0,1,0,0,0,48,269.0,184.0,0,1,0,100.0
Iñigo Martínez,DF,barcelona,valencia,0,45,0,0,0.0,0.0,0,0,0,56,89.3,0,0,0.0,0.0,0.0,4,1,1,0,0,0,0,0,0,0,0,0,36,237.0,204.0,3,2,1,66.7
Ronald Araújo,DF,barcelona,valencia,1,90,0,1,0.6,0.4,6,3,3,92,94.6,0,0,0.0,0.0,0.0,9,1,1,0,0,1,1,0,0,0,0,0,62,312.0,189.0,0,5,0,100.0
Jules Koundé,DF,barcelona,valencia,1,90,0,0,0.1,0.0,3,2,1,130,93.1,0,0,0.0,0.0,0.0,1,1,2,0,1,1,0,1,0,0,0,0,102,549.0,393.0,8,0,2,0.0
MarcAndré ter Stegen,PT,barcelona,valencia,1,90,0,0,0.0,0.0,0,0,0,30,100.0,0,0,2.0,66.7,1.5,2,0,0,0,0,0,0,0,0,0,0,0,23,95.0,59.0,0,0,0,0.0
Hugo Duro,DT,valencia,barcelona,1,69,1,0,1.0,0.0,2,0,2,13,61.5,0,0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,2,1,0,0,8,16.0,9.0,0,3,6,33.3
Alberto Marí,DT,valencia,barcelona,0,21,0,0,0.0,0.0,0,0,0,5,80.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,3,0,0,0,1,3.0,0.0,0,0,2,0.0
Domingos André Ribeiro Almeida,DT,valencia,barcelona,1,44,0,0,0.0,0.1,0,0,0,8,75.0,0,0,0.0,0.0,0.0,2,2,0,0,0,1,0,1,2,1,0,1,6,48.0,4.0,0,0,0,0.0
Jaume Doménech,PT,valencia,barcelona,0,46,0,0,0.0,0.0,0,0,0,18,33.3,0,0,3.0,72.7,1.4,5,0,0,0,0,0,0,0,0,0,0,0,10,46.0,28.0,0,0,1,0.0
Diego López,MC,valencia,barcelona,1,78,0,0,0.0,0.0,0,0,0,12,33.3,0,0,0.0,0.0,0.0,0,0,3,0,3,0,0,0,0,4,1,2,11,62.0,21.0,0,1,0,100.0
Sergi Canós,MC,valencia,barcelona,0,12,0,0,0.0,0.0,0,0,0,4,50.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.0,3.0,0,0,0,0.0
José Luis García Vayá,MC,valencia,barcelona,1,90,1,0,0.8,0.0,0,0,0,20,70.0,0,0,0.0,0.0,0.0,10,2,1,0,1,1,0,1,0,0,0,0,10,49.0,42.0,1,0,0,0.0
Javier Guerra,MC,valencia,barcelona,1,70,0,0,0.1,0.0,1,1,0,15,53.3,0,0,0.0,0.0,0.0,5,2,1,0,0,0,0,0,3,4,3,0,9,93.0,63.0,1,1,0,100.0
Hugo Guillamón,MC,valencia,barcelona,0,20,0,0,0.0,0.0,0,0,0,8,62.5,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,5,22.0,4.0,0,0,0,0.0
Peter González,MC,valencia,barcelona,1,78,0,0,0.3,0.3,1,1,0,12,58.3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2,4,1,2,11,80.0,57.0,4,0,1,0.0
Cenk Özkacar,DF,valencia,barcelona,0,12,0,0,0.0,0.0,0,0,0,6,66.7,0,0,0.0,0.0,0.0,-1,1,1,0,0,1,1,0,1,0,0,0,5,9.0,4.0,0,0,0,0.0
Jesus Vazquez,DF,valencia,barcelona,1,90,0,0,0.0,0.0,0,0,0,14,42.9,0,0,0.0,0.0,0.0,-2,3,4,0,1,1,1,0,2,0,0,0,7,87.0,67.0,2,0,1,0.0
Yarek Gasiorowski,DF,valencia,barcelona,1,90,0,0,0.0,0.0,0,0,0,14,64.3,0,0,0.0,0.0,0.0,1,2,2,0,0,4,3,1,7,0,0,0,8,22.0,9.0,0,1,1,50.0
Cristhian Mosquera,DF,valencia,barcelona,1,90,0,0,0.0,0.0,0,0,0,16,81.3,0,0,0.0,0.0,0.0,-2,1,0,0,0,2,2,0,2,0,0,0,7,38.0,23.0,0,0,0,0.0
Thierry Correia,DF,valencia,barcelona,1,90,0,0,0.0,0.0,0,0,0,26,76.9,0,0,0.0,0.0,0.0,-2,3,1,0,0,4,3,1,3,0,0,0,11,46.0,19.0,0,0,0,0.0
Giorgi Mamardashvili,PT,valencia,barcelona,1,44,0,0,0.0,0.3,0,0,0,15,33.3,0,1,1.0,50.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,8,28.0,11.0,0,0,0,0.0
