player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Borja Mayoral,DT,getafe,real madrid,1,82,0,0,0.2,0.4,1,1,0,16,93.8,0,0,0.0,0.0,0.0,4,0,1,0,1,0,0,0,0,3,0,3,13,65.0,33.0,2,1,3,25.0
Juanmi,DT,getafe,real madrid,0,8,0,0,0.7,0.0,2,1,1,2,50.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,22.0,13.0,1,0,1,0.0
Juan Bernat,DF,getafe,real madrid,1,90,0,0,0.0,0.0,0,0,0,31,83.9,0,0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,1,0,1,19,104.0,55.0,0,0,0,0.0
Luis Milla,MC,getafe,real madrid,1,90,0,0,0.1,0.3,2,1,1,56,83.9,1,0,0.0,0.0,0.0,7,0,2,0,2,0,0,0,1,0,0,0,40,156.0,63.0,2,1,1,50.0
Mauro Arambarri,MC,getafe,real madrid,1,90,0,0,0.4,0.1,3,2,1,23,87.0,0,0,0.0,0.0,0.0,3,5,5,0,1,4,0,4,0,0,0,0,21,72.0,13.0,0,2,5,28.6
Ramón Terrats,MC,getafe,real madrid,1,68,0,0,0.0,0.1,2,2,0,20,80.0,0,0,0.0,0.0,0.0,3,0,3,0,3,0,0,0,0,1,0,1,17,126.0,25.0,0,1,0,100.0
Peter González,MC,getafe,real madrid,0,22,0,0,0.7,0.0,2,1,1,5,60.0,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,5,24.0,4.0,0,1,1,50.0
Iglesias,DF,getafe,real madrid,1,49,0,0,0.0,0.2,1,1,0,20,45.0,0,0,0.0,0.0,0.0,3,1,2,0,2,1,0,1,1,2,2,0,13,62.0,45.0,2,0,0,0.0
Álvaro Rodríguez,DT,getafe,real madrid,0,41,0,0,0.3,0.0,3,2,1,8,25.0,1,0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,0,2,1,1,8,22.0,14.0,0,4,4,50.0
Omar Alderete,DF,getafe,real madrid,1,90,0,0,0.0,0.0,1,0,1,43,65.1,0,0,0.0,0.0,0.0,2,0,2,0,2,0,0,0,3,0,0,0,26,137.0,114.0,0,3,2,60.0
Domingos Duarte,DF,getafe,real madrid,1,90,0,0,0.0,0.0,0,0,0,36,83.3,0,0,0.0,0.0,0.0,5,2,2,0,1,4,3,1,2,0,0,0,22,100.0,37.0,0,0,1,0.0
Juan Berrocal,DF,getafe,real madrid,1,49,0,0,0.1,0.0,1,1,0,10,100.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,7,35.0,7.0,0,0,0,0.0
Coba da Costa,MC,getafe,real madrid,0,41,0,0,0.1,0.8,2,2,0,17,76.5,0,0,0.0,0.0,0.0,5,0,0,0,0,1,0,1,0,2,2,0,15,114.0,53.0,2,1,1,50.0
Djené,DF,getafe,real madrid,1,82,0,0,0.0,0.0,0,0,0,32,81.3,0,0,0.0,0.0,0.0,3,2,1,0,0,1,1,0,3,0,0,0,18,78.0,40.0,0,0,0,0.0
Ismael Bekhoucha,DF,getafe,real madrid,0,8,0,0,0.0,0.0,0,0,0,3,100.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,0,1,0.0
David Soria,PT,getafe,real madrid,1,90,0,0,0.0,0.0,0,0,0,24,29.2,0,0,1.0,83.3,1.3,6,0,0,0,0,0,0,0,0,0,0,0,13,72.0,28.0,0,0,0,0.0
Vinicius Júnior,DT,real madrid,getafe,1,72,0,0,0.4,0.5,2,1,1,40,85.0,0,0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,7,5,2,33,285.0,168.0,4,0,0,0.0
Rodrygo,DT,real madrid,getafe,0,18,0,0,0.0,0.0,0,0,0,3,66.7,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,1,0,6,56.0,37.0,1,0,2,0.0
Endrick,DT,real madrid,getafe,1,63,0,0,0.6,0.0,2,2,0,7,100.0,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,1,0,1,7,19.0,4.0,0,1,0,100.0
