player,posicion,dorsal,equipo_propio,equipo_rival,titular,min_partido,gol_partido,asist_partido,xg_partido,xag,tiros,tiro_fallado_partido,tiro_puerta_partido,pases_totales,pases_completados_pct,amarillas,rojas,goles_en_contra,porcentaje_paradas,psxg,puntos_fantasy,entradas,duelos,duelos_ganados,duelos_perdidos,bloqueos,bloqueo_tiros,bloqueo_pase,despejes,regates,regates_completados,regates_fallidos,conducciones,distancia_conduccion,metros_avanzados_conduccion,conducciones_progresivas,duelos_aereos_ganados,duelos_aereos_perdidos,duelos_aereos_ganados_pct,temporada,jornada,fecha_partido,local,roles
Bertuğ Yıldırım,DT,10,getafe,mallorca,1,35,0,0,0.2,0.0,2,0,2,4,0.0,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,3,19.0,4.0,0,3,0,100.0,24_25,18,21/12/2024,1,[]
Peter González,MC,19,getafe,mallorca,0,55,0,0,0.0,0.1,0,0,0,14,85.7,0,0,0.0,0.0,0.0,3,1,0,0,0,2,0,2,0,1,0,1,14,43.0,16.0,1,0,3,0.0,24_25,18,21/12/2024,1,[]
Coba da Costa,DT,29,getafe,mallorca,1,62,0,0,0.0,0.2,1,1,0,21,52.4,0,0,0.0,0.0,0.0,4,1,1,0,1,0,0,0,1,3,1,2,16,125.0,74.0,3,2,2,50.0,24_25,18,21/12/2024,1,"[{'apariciones_suplente': [9, 10.0]}]"
Álvaro Rodríguez,DT,18,getafe,mallorca,0,28,0,0,0.0,0.0,2,2,0,10,30.0,0,0,0.0,0.0,0.0,2,0,0,0,0,1,0,1,0,1,1,0,6,19.0,10.0,1,5,5,50.0,24_25,18,21/12/2024,1,"[{'asistencias': [8, 4.0]}, {'asistencias_90': [3, 0.48]}]"
Allan Nyom,DT,12,getafe,mallorca,1,52,0,0,0.0,0.0,0,0,0,9,77.8,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,8,7.0,1.0,0,0,2,0.0,24_25,18,21/12/2024,1,"[{'rojas': [2, 1.0]}]"
Carles Pérez,MC,17,getafe,mallorca,0,38,0,0,0.1,0.0,2,1,1,9,55.6,0,0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,1,1,1,0,7,56.0,22.0,2,2,1,66.7,24_25,18,21/12/2024,1,[]
Christantus Uche,DT,6,getafe,mallorca,1,90,0,0,0.1,0.2,5,3,2,19,68.4,0,0,0.0,0.0,0.0,7,0,0,0,0,1,0,1,0,4,4,0,25,132.0,40.0,1,5,7,41.7,24_25,18,21/12/2024,1,"[{'rojas': [2, 2.0]}, {'faltas_cometidas': [9, 55.0]}, {'faltas_recibidas': [3, 68.0]}]"
Luis Milla,MC,5,getafe,mallorca,1,90,0,0,0.0,0.0,1,1,0,50,64.0,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,1,0,0,0,27,165.0,116.0,0,1,2,33.3,24_25,18,21/12/2024,1,"[{'pases_clave': [3, 70.0]}, {'corners': [3, 113.0]}]"
Mauro Arambarri,MC,8,getafe,mallorca,1,90,0,0,0.1,0.0,2,2,0,23,47.8,0,0,0.0,0.0,0.0,5,3,2,0,1,1,0,1,2,2,1,1,17,59.0,10.0,0,4,3,57.1,24_25,18,21/12/2024,1,"[{'penaltis_marcados': [10, 3.0]}]"
Diego Rico,DF,16,getafe,mallorca,1,90,0,0,0.0,0.1,1,1,0,65,70.8,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,4,0,0,0,33,85.0,49.0,0,2,1,66.7,24_25,18,21/12/2024,1,"[{'centros_area': [3, 29.0]}, {'entradas': [9, 81.0]}, {'rojas': [8, 1.0]}]"
Omar Alderete,DF,15,getafe,mallorca,1,90,0,0,0.0,0.0,0,0,0,46,71.7,0,0,0.0,0.0,0.0,6,5,2,0,0,2,2,0,2,2,1,1,28,230.0,175.0,3,4,3,57.1,24_25,18,21/12/2024,1,"[{'despejes': [1, 241.0]}]"
Djené,DF,2,getafe,mallorca,1,45,0,0,0.0,0.0,0,0,0,12,75.0,1,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,1,1,1,0,7,35.0,31.0,0,1,0,100.0,24_25,18,21/12/2024,1,"[{'rojas': [8, 1.0]}]"
Juan Berrocal,DF,4,getafe,mallorca,0,45,0,0,0.0,0.0,1,1,0,35,80.0,1,0,0.0,0.0,0.0,-2,0,0,0,0,0,0,0,2,0,0,0,22,114.0,59.0,0,3,1,75.0,24_25,18,21/12/2024,1,"[{'rojas': [8, 1.0]}]"
Iglesias,DF,21,getafe,mallorca,1,90,0,0,0.2,0.0,1,1,0,53,56.6,0,0,0.0,0.0,0.0,1,2,1,0,0,2,0,2,1,1,0,1,25,134.0,101.0,2,0,0,0.0,24_25,18,21/12/2024,1,"[{'entradas': [9, 81.0]}, {'intercepciones': [4, 50.0]}]"
David Soria,PT,13,getafe,mallorca,1,90,0,0,0.0,0.0,0,0,0,24,45.8,0,0,1.0,100.0,1.2,3,0,0,0,0,0,0,0,0,0,0,0,7,25.0,22.0,0,0,0,0.0,24_25,18,21/12/2024,1,"[{'minutos': [1, 3420.0]}, {'porterias_cero': [6, 9.0]}, {'paradas': [8, 86.0]}, {'save_pct': [6, 75.4]}]"
Dani Rodríguez,DT,14,mallorca,getafe,1,77,0,0,0.1,0.0,2,2,0,24,45.8,0,0,0.0,0.0,0.0,6,4,1,0,0,0,0,0,1,0,0,0,18,120.0,49.0,2,2,1,66.7,24_25,18,21/12/2024,0,"[{'asistencias': [8, 7.0]}]"
