player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct
Amath,DT,mallorca,villarreal,1,45,0,0,0.0,0.0,0,0,0,6,50.0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,1,1,0,1,9,96.0,72.0,2,0,0,0.0
Sergi Darder,MC,mallorca,villarreal,0,45,0,0,0.0,0.0,0,0,0,29,75.9,0,0,0.0,0.0,0.0,1,2,2,0,2,1,1,0,0,2,1,1,25,286.0,174.0,7,0,0,0.0
Vedat Muriqi,DT,mallorca,villarreal,1,90,0,0,0.0,0.1,1,1,0,24,62.5,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,1,0,0,0,20,107.0,54.0,2,6,2,75.0
Manu Morlanes,MC,mallorca,villarreal,1,45,0,0,0.0,0.0,1,1,0,7,85.7,0,0,0.0,0.0,0.0,2,2,1,0,1,0,0,0,0,0,0,0,6,28.0,4.0,0,0,0,0.0
Samu Costa,MC,mallorca,villarreal,0,45,0,0,0.0,0.0,0,0,0,30,80.0,0,0,0.0,0.0,0.0,2,3,3,0,3,0,0,0,2,0,0,0,24,126.0,58.0,2,2,1,66.7
Omar Mascarell,MC,mallorca,villarreal,1,71,0,0,0.0,0.0,0,0,0,25,92.0,1,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,2,0,0,0,24,117.0,36.0,1,0,1,0.0
Javier Llabrés,MC,mallorca,villarreal,0,19,0,0,0.1,0.0,1,1,0,8,37.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,5,48.0,13.0,1,0,1,0.0
Dani Rodríguez,MC,mallorca,villarreal,1,62,0,0,0.0,0.0,0,0,0,17,64.7,0,0,0.0,0.0,0.0,4,2,0,0,0,0,0,0,0,0,0,0,7,54.0,33.0,1,0,0,0.0
Cyle Larin,DT,mallorca,villarreal,0,28,0,0,0.2,0.0,3,3,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0.0
Jaume Costa,DF,mallorca,villarreal,1,90,0,0,0.0,0.0,0,0,0,45,84.4,0,0,0.0,0.0,0.0,4,2,1,0,0,1,0,1,3,3,0,1,27,111.0,46.0,2,1,0,100.0
Copete,DF,mallorca,villarreal,1,90,0,0,0.0,0.1,0,0,0,47,87.2,0,0,0.0,0.0,0.0,4,4,4,0,1,2,2,0,1,2,0,2,42,256.0,118.0,0,0,3,0.0
Antonio Raillo,DF,mallorca,villarreal,1,44,0,0,0.0,0.0,2,1,1,10,90.0,0,0,0.0,0.0,0.0,3,1,0,0,0,1,1,0,2,0,0,0,8,63.0,48.0,2,2,1,66.7
Giovanni González,DF,mallorca,villarreal,0,46,0,0,0.0,0.1,0,0,0,33,81.8,0,0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,2,1,1,24,72.0,48.0,1,2,0,100.0
Martin Valjent,DF,mallorca,villarreal,1,90,0,0,0.0,0.0,0,0,0,27,88.9,1,0,0.0,0.0,0.0,4,3,2,0,0,1,0,1,4,0,0,0,15,57.0,31.0,0,0,1,0.0
Pablo Maffeo,DF,mallorca,villarreal,1,90,0,0,0.0,0.0,0,0,0,30,53.3,0,0,0.0,0.0,0.0,1,3,3,0,1,1,0,1,0,4,1,1,26,281.0,178.0,9,2,1,66.7
Predrag Rajković,PT,mallorca,villarreal,1,90,0,0,0.0,0.0,0,0,0,32,81.3,0,0,1.0,66.7,1.3,7,0,0,0,0,0,0,0,1,0,0,0,18,109.0,48.0,0,0,0,0.0
Alexander Sørloth,DT,villarreal,mallorca,1,90,0,0,0.2,0.0,5,5,0,22,90.9,0,0,0.0,0.0,0.0,5,1,1,0,0,1,1,0,1,2,1,1,22,169.0,68.0,3,4,2,66.7
Ben Brereton,DT,villarreal,mallorca,1,76,0,0,0.0,0.2,0,0,0,22,95.5,1,0,0.0,0.0,0.0,5,1,1,0,1,0,0,0,0,2,1,1,16,124.0,53.0,1,0,0,0.0
Ilias Akhomach,DT,villarreal,mallorca,0,14,0,0,0.1,0.0,1,1,0,7,100.0,0,0,0.0,0.0,0.0,0,2,1,0,0,1,1,0,0,3,2,1,7,63.0,22.0,1,0,0,0.0
Gerard Moreno,DT,villarreal,mallorca,1,75,1,0,0.9,0.1,2,1,1,39,76.9,0,0,0.0,0.0,0.0,11,1,1,0,0,1,1,0,1,3,2,1,38,154.0,36.0,0,1,0,100.0
Denis Suárez,DT,villarreal,mallorca,0,15,0,0,0.0,0.2,0,0,0,14,78.6,0,0,0.0,0.0,0.0,4,0,1,0,1,0,0,0,0,1,0,1,13,42.0,19.0,0,0,1,0.0
Alex Baena,MC,villarreal,mallorca,1,77,0,0,0.5,0.1,4,3,1,45,77.8,1,0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,36,170.0,81.0,3,0,1,0.0
Santi Comesaña,MC,villarreal,mallorca,0,13,0,0,0.0,0.1,0,0,0,9,100.0,1,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,4,19.0,12.0,0,0,0,0.0
Daniel Parejo,MC,villarreal,mallorca,1,90,0,0,0.0,0.0,0,0,0,61,96.7,0,0,0.0,0.0,0.0,7,1,1,0,0,0,0,0,1,0,0,0,35,92.0,41.0,0,0,0,0.0
Ramón Terrats,MC,villarreal,mallorca,1,66,0,0,0.1,0.0,2,2,0,36,88.9,1,0,0.0,0.0,0.0,4,2,0,0,0,0,0,0,0,2,0,2,32,123.0,54.0,1,0,2,0.0
Étienne Capoue,MC,villarreal,mallorca,0,24,0,0,0.2,0.0,1,0,1,17,82.4,0,0,0.0,0.0,0.0,4,0,0,0,0,2,0,2,0,2,2,0,14,93.0,69.0,3,0,1,0.0
Alfonso Pedraza,DF,villarreal,mallorca,1,90,0,0,0.0,0.2,0,0,0,59,83.1,0,0,0.0,0.0,0.0,9,3,0,0,0,0,0,0,2,3,0,2,40,226.0,89.0,2,2,2,50.0
Jorge Cuenca,DF,villarreal,mallorca,1,90,0,0,0.0,0.0,0,0,0,53,98.1,0,0,0.0,0.0,0.0,9,1,1,0,0,1,0,1,7,1,0,1,42,214.0,135.0,1,1,2,33.3
Matteo Gabbia,DF,villarreal,mallorca,1,66,0,0,0.0,0.0,0,0,0,45,93.3,0,0,0.0,0.0,0.0,8,2,1,0,0,2,0,2,5,0,0,0,43,200.0,143.0,1,1,0,100.0
Raúl Albiol,DF,villarreal,mallorca,0,24,0,0,0.0,0.0,0,0,0,7,85.7,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,4,0,0,0,4,26.0,0.0,0,0,1,0.0
Juan Foyth,DF,villarreal,mallorca,1,90,0,0,0.0,0.1,0,0,0,87,90.8,0,0,0.0,0.0,0.0,7,1,2,0,1,0,0,0,5,0,0,0,63,260.0,163.0,1,2,3,40.0
Filip Jørgensen,PT,villarreal,mallorca,1,90,0,0,0.0,0.0,0,0,0,31,64.5,0,0,0.0,100.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,18,77.0,60.0,0,0,0,0.0
