player,posicion,Equipo_propio,Equipo_rival,Titular,Min_partido,Gol_partido,Asist_partido,xG_partido,xAG,Tiros,TiroFallado_partido,TiroPuerta_partido,Pases_Totales,Pases_Completados_Pct,Amarillas,Rojas,Goles_en_contra,Porcentaje_paradas,PSxG,puntosFantasy,Entradas,Duelos,DuelosGanados,DuelosPerdidos,Bloqueos,BloqueoTiros,BloqueoPase,Despejes,Regates,RegatesCompletados,RegatesFallidos,Conducciones,DistanciaConduccion,MetrosAvanzadosConduccion,ConduccionesProgresivas,DuelosAereosGanados,DuelosAereosPerdidos,DuelosAereosGanadosPct,temporada,jornada,local
Mikel Oyarzabal,DT,real sociedad,villarreal,1,82,0,1,0.0,0.4,0,0,0,12,58.3,0,0,0.0,0.0,0.0,10,3,2,0,0,1,0,1,0,0,0,0,7,30.0,21.0,1,1,2,33.3,24_25,19,1
Pablo Marín,MC,real sociedad,villarreal,0,8,0,0,0.0,0.2,0,0,0,2,100.0,0,0,0.0,0.0,0.0,2,0,0,0,0,1,0,1,1,0,0,0,4,21.0,0.0,0,0,0,0.0,24_25,19,1
Sergio Gómez,MC,real sociedad,villarreal,1,62,0,0,0.0,0.0,0,0,0,33,81.8,0,0,0.0,0.0,0.0,4,1,1,0,1,1,0,1,0,2,1,1,33,114.0,29.0,2,0,2,0.0,24_25,19,1
Ander Barrenetxea,MC,real sociedad,villarreal,0,28,0,0,0.0,0.0,0,0,0,14,85.7,1,0,0.0,0.0,0.0,1,1,1,0,1,1,0,1,1,2,0,2,14,28.0,11.0,0,0,0,0.0,24_25,19,1
Luka Sučić,MC,real sociedad,villarreal,1,90,0,0,0.0,0.0,2,1,1,43,74.4,0,0,0.0,0.0,0.0,7,1,1,0,0,1,0,1,4,6,1,5,42,235.0,70.0,1,3,2,60.0,24_25,19,1
Brais Méndez,MC,real sociedad,villarreal,1,72,0,0,0.1,0.0,1,1,0,22,63.6,0,0,0.0,0.0,0.0,3,1,3,0,3,0,0,0,2,0,0,0,18,71.0,36.0,3,1,2,33.3,24_25,19,1
Olasagasti,MC,real sociedad,villarreal,0,18,0,0,0.0,0.0,0,0,0,16,75.0,0,0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,1,0,0,0,9,51.0,21.0,0,2,1,66.7,24_25,19,1
Takefusa Kubo,MC,real sociedad,villarreal,1,82,1,0,0.4,0.0,1,0,1,40,80.0,0,0,0.0,0.0,0.0,14,0,0,0,0,1,0,1,0,7,5,2,40,236.0,173.0,7,1,1,50.0,24_25,19,1
Orri Steinn Óskarsson,DT,real sociedad,villarreal,0,8,0,0,0.2,0.0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,1,2,28.0,18.0,1,0,0,0.0,24_25,19,1
Martín Zubimendi,MC,real sociedad,villarreal,1,90,0,0,0.0,0.0,0,0,0,54,94.4,1,0,0.0,0.0,0.0,7,2,2,0,0,2,2,0,6,0,0,0,45,247.0,84.0,0,1,0,100.0,24_25,19,1
Aihen Muñoz,DF,real sociedad,villarreal,1,90,0,0,0.0,0.0,1,1,0,67,76.1,1,0,0.0,0.0,0.0,6,0,2,0,2,1,1,0,7,2,1,1,40,167.0,74.0,2,3,1,75.0,24_25,19,1
Nayef Aguerd,DF,real sociedad,villarreal,1,90,0,0,0.0,0.0,0,0,0,70,91.4,0,0,0.0,0.0,0.0,8,1,0,0,0,2,2,0,4,0,0,0,63,283.0,139.0,0,2,4,33.3,24_25,19,1
